Security_1,Security_2,Last_Spread,Z_Score,Max,Min,Last_vs_Max,Last_vs_Min,Percentile,XCCY,Custom_Sector_1,Custom_Sector_2,Rating_1,Rating_2,Currency_1,Currency_2,Ticker_1,Ticker_2,CPN_TYPE_1,CPN_TYPE_2,Yrs_Mat_Bucket_1,Yrs_Mat_Bucket_2,Yrs_Since_Issue_Bucket_1,Yrs_Since_Issue_Bucket_2,Own?,Best Bid_runs1,Best Offer_runs1,Bid/Offer_runs1,Dealer @ Best Bid_runs1,Dealer @ Best Offer_runs1,Size @ Best Bid_runs1,Size @ Best Offer_runs1,G Spread_runs1,Keyword_runs1,Best Bid_runs2,Best Offer_runs2,Bid/Offer_runs2,Dealer @ Best Bid_runs2,Dealer @ Best Offer_runs2,Size @ Best Bid_runs2,Size @ Best Offer_runs2,G Spread_runs2,Keyword_runs2
AERQUE 2.936 05/31/31,CPXCN 3.147 10/01/32,-31.0101,-0.6643,31.5277,-45.0249,-62.5377,14.0149,47.4206,-32.5115,Other,Power Gen/Renewable,nan,BBB-,CAD,CAD,AERQUE,CPXCN,FIXED,FIXED,5.1-7.1,7.1-10.1,3-5,3-5,0,,,,,,,,,,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
AERQUE 2.936 05/31/31,CM 2.01 07/21/30,77.9493,-0.6642,116.4499,59.4685,-38.5006,18.4808,35.5159,71.4371,Other,NVCC Sub Debt,nan,BBB+,CAD,CAD,AERQUE,CM,FIXED,VARIABLE,5.1-7.1,4.1-5.1,3-5,3-5,1,,,,,,,,,,16.0000,15.0000,1.0000,NBF,BMO,10000000.0000,5000000.0000,15.9300,
ATDBCN 3.439 05/13/41,CM 4 3/8 10/28/2080,-34.2216,0.6613,-18.8799,-237.2603,-15.3417,203.0387,82.3413,-22.0221,Non Financial Maples,Financial Hybrid,BBB+,BBB,USD,CAD,ATDBCN,CM,FIXED,VARIABLE,10.1-25.1,>25.1,3-5,3-5,0,,,,,,,,,,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
BAC 1.978 09/15/27,BNS 1.4 11/01/27,34.9197,0.6609,41.5856,20.5717,-6.6659,14.3479,65.6746,37.3577,Financial Maples,Bail In,A,A,CAD,CAD,BAC,BNS,VARIABLE,FIXED,2.1-3.1,2.1-3.1,3-5,3-5,0,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,
BAMREP 3.33 08/13/50,BCECN 2.2 05/29/28,114.7849,0.6605,132.4126,100.1327,-17.6277,14.6521,76.3889,107.7866,Power Gen/Renewable,Cable/Telco,BBB+,BBB,CAD,CAD,BAMREP,BCECN,FIXED,FIXED,>25.1,2.1-3.1,3-5,3-5,0,160.0000,,,NBF,,5000000.0000,,160.0000,,51.0000,,,CIBC,,3000000.0000,,49.0000,
BAC 1.734 07/22/27,BCECN 4.05 03/17/51,-105.8738,0.6592,-70.1896,-144.3409,-35.6842,38.4671,65.6746,-120.1394,Financial Maples,Cable/Telco,A,BBB,USD,CAD,BAC,BCECN,VARIABLE,FIXED,1-2.1,>25.1,3-5,3-5,0,,,,,,,,,,160.0000,150.0000,10.0000,RBC,RBC,3000000.0000,5000000.0000,158.8000,AXE
BNCN 2.724 04/15/31,CIXCN 3.2 12/17/30,-97.4862,0.6586,-71.0363,-127.2588,-26.4499,29.7726,77.5794,-101.6402,Asset Manager,Asset Manager,A-,NR,USD,USD,BNCN,CIXCN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BAC 1.734 07/22/27,BNCN 3 1/2 03/30/51,-57.0539,-0.6577,-21.8428,-71.7383,-35.2111,14.6844,31.9444,-66.1117,Financial Maples,Asset Manager,A,A-,USD,USD,BAC,BNCN,VARIABLE,FIXED,1-2.1,>25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BCECN 3.65 03/17/51,BMO 0.949 01/22/27,61.1440,0.6566,76.4679,14.8718,-15.3240,46.2722,72.8175,79.5924,Cable/Telco,Bail In,BBB,A,USD,USD,BCECN,BMO,FIXED,VARIABLE,>25.1,1-2.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ALCTRA 1.751 02/11/31,AQNCN 2.85 07/15/31,61.2129,-0.6558,88.5974,45.5193,-27.3845,15.6936,30.7540,41.0954,Utility,Power Gen/Renewable,A-,NR,CAD,CAD,ALCTRA,AQNCN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,1,46.0000,41.0000,5.0000,TD,TD,3000000.0000,3000000.0000,53.9900,,,,,,,,,,
AERQUE 2.936 05/31/31,BAC 2.087 06/14/29,38.6211,-0.6487,99.2418,16.4018,-60.6206,22.2193,41.0714,33.2296,Other,Financial Maples,nan,A,CAD,USD,AERQUE,BAC,FIXED,VARIABLE,5.1-7.1,3.1-4.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ALACN 2.166 03/16/27,BAC 2.087 06/14/29,-0.3204,0.6481,13.0274,-23.0385,-13.3478,22.7181,70.4365,-5.1936,Midstream,Financial Maples,BBB-,A,CAD,USD,ALACN,BAC,FIXED,VARIABLE,1-2.1,3.1-4.1,3-5,3-5,0,63.0000,,,NBF,,5000000.0000,,69.0000,,,,,,,,,,
CIXCN 3.2 12/17/30,CRRUCN 2.686 03/31/28,74.8690,-0.6471,111.7130,50.4246,-36.8440,24.4444,28.7698,81.9897,Asset Manager,REIT,NR,NR,USD,CAD,CIXCN,CRRUCN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,95.0000,,,SCM,,3000000.0000,,97.0000,
BAC 1.734 07/22/27,CCOCN 2.95 10/21/27,-3.4343,0.6461,17.3735,-31.1565,-20.8078,27.7222,69.2460,-21.7936,Financial Maples,Other,A,BBB-,USD,CAD,BAC,CCOCN,VARIABLE,FIXED,1-2.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE
BAC 1.978 09/15/27,BMO 0.949 01/22/27,8.0731,0.6425,23.2879,-27.9727,-15.2147,36.0458,71.6270,31.9165,Financial Maples,Bail In,A,A,CAD,USD,BAC,BMO,VARIABLE,VARIABLE,2.1-3.1,1-2.1,3-5,3-5,0,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,,,,,,,,,,
BCECN 1.65 08/16/27,CRLETN 3.264 07/05/61,-105.3258,0.6424,-88.6732,-130.1374,-16.6526,24.8116,74.4048,-101.4294,Cable/Telco,University,BBB,NR,CAD,CAD,BCECN,CRLETN,FIXED,FIXED,2.1-3.1,>25.1,3-5,3-5,0,30.0000,,,NBF,,5000000.0000,,38.7000,,,,,,,,,,
ALACN 2.477 11/30/30,BNCN 3 1/2 03/30/51,-16.1573,-0.6397,20.2372,-30.3402,-36.3946,14.1828,32.7381,-8.8099,Midstream,Asset Manager,BBB-,A-,CAD,USD,ALACN,BNCN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,97.0000,99.0000,-2.0000,NBF,BMO,5000000.0000,5000000.0000,91.3200,,,,,,,,,,
BIP 2.855 09/01/32,BNCN 3 1/2 03/30/51,0.4072,-0.6394,29.8279,-15.1027,-29.4207,15.5100,34.3254,10.7926,Infastructure,Asset Manager,BBB+,A-,CAD,USD,BIP,BNCN,FIXED,FIXED,7.1-10.1,>25.1,3-5,3-5,0,112.0000,,,RBC,,5000000.0000,,110.0000,,,,,,,,,,
ATDBCN 3 5/8 05/13/51,CM 4 3/8 10/28/2080,-36.6983,0.6377,-24.3041,-231.7450,-12.3942,195.0466,80.7540,-45.7131,Non Financial Maples,Financial Hybrid,BBB+,BBB,USD,CAD,ATDBCN,CM,FIXED,VARIABLE,>25.1,>25.1,3-5,3-5,0,,,,,,,,,,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
BAC 2.087 06/14/29,CCOCN 2.95 10/21/27,5.5675,0.6374,16.3762,-15.9343,-10.8087,21.5018,75.1984,9.5483,Financial Maples,Other,A,BBB-,USD,CAD,BAC,CCOCN,VARIABLE,FIXED,3.1-4.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE
AQNCN 2.85 07/15/31,BAMREP 3.33 08/13/50,-175.4573,0.6356,-156.7323,-209.8775,-18.7250,34.4202,70.8333,-157.9427,Power Gen/Renewable,Power Gen/Renewable,NR,BBB+,CAD,CAD,AQNCN,BAMREP,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,,,,,,,,,,160.0000,,,NBF,,5000000.0000,,160.0000,
BAC 1.734 07/22/27,BCECN 2.2 05/29/28,7.9730,0.6304,40.4761,-23.9279,-32.5031,31.9008,71.6270,-16.4228,Financial Maples,Cable/Telco,A,BBB,USD,CAD,BAC,BCECN,VARIABLE,FIXED,1-2.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,51.0000,,,CIBC,,3000000.0000,,49.0000,
ALTALK 1.509 09/11/30,ARXCN 3.465 03/10/31,-72.4981,-0.6293,-56.2764,-81.2835,-16.2216,8.7854,34.3254,-74.6583,Utility,Oil & Gas,A-,NR,CAD,CAD,ALTALK,ARXCN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,36.0000,26.0000,10.0000,RBC,RBC,3000000.0000,3000000.0000,33.0600,,112.0000,106.0000,6.0000,RBC,CIBC,5000000.0000,2950000.0000,110.0000,
BMO 0.949 01/22/27,CRRUCN 2.686 03/31/28,-48.5532,-0.6285,-19.3377,-75.1184,-29.2155,26.5652,21.6270,-70.6552,Bail In,REIT,A,NR,USD,CAD,BMO,CRRUCN,VARIABLE,FIXED,1-2.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,95.0000,,,SCM,,3000000.0000,,97.0000,
AQNCN 2.85 07/15/31,BNS 1.4 11/01/27,-34.7786,0.6283,-12.7581,-70.9564,-22.0204,36.1779,68.0556,-15.1396,Power Gen/Renewable,Bail In,NR,A,CAD,CAD,AQNCN,BNS,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,
ALTALK 1.509 09/11/30,BNCN 2.724 04/15/31,-34.6828,-0.6276,-6.1564,-62.5314,-28.5264,27.8486,36.7063,-39.0934,Utility,Asset Manager,A-,A-,CAD,USD,ALTALK,BNCN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,36.0000,26.0000,10.0000,RBC,RBC,3000000.0000,3000000.0000,33.0600,,,,,,,,,,
AERQUE 2.936 05/31/31,BAMREP 3.33 08/13/50,-59.1890,-0.6276,-11.9074,-76.4090,-47.2816,17.2201,47.4206,-59.6379,Other,Power Gen/Renewable,nan,BBB+,CAD,CAD,AERQUE,BAMREP,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,,,,,,,,,,160.0000,,,NBF,,5000000.0000,,160.0000,
BAC 2.598 04/04/29,BCECN 3 03/17/31,-35.1231,-0.6256,-19.6117,-40.5201,-15.5114,5.3970,33.1349,-40.1071,Financial Maples,Cable/Telco,A,BBB,CAD,CAD,BAC,BCECN,VARIABLE,FIXED,3.1-4.1,5.1-7.1,3-5,3-5,0,54.0000,48.0000,6.0000,TD,TD,3000000.0000,3000000.0000,71.9600,,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE
CCDJ 1.992 05/28/31,CPXCN 3.147 10/01/32,-96.2489,-0.6240,-67.8532,-116.9294,-28.3957,20.6806,22.4206,-95.9243,Non Major Sub Debt,Power Gen/Renewable,A-,BBB-,CAD,CAD,CCDJ,CPXCN,VARIABLE,FIXED,5.1-7.1,7.1-10.1,3-5,3-5,0,38.0000,28.0000,10.0000,NBF,NBF,25000000.0000,5000000.0000,37.0200,AXE,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
BCECN 1.65 08/16/27,BRPCN 5 1/8 06/15/29,-369.0897,-0.6240,-276.0563,-428.0548,-93.0334,58.9651,37.1032,-370.0165,Cable/Telco,Other,BBB,B+,CAD,CAD,BCECN,BRPCN,FIXED,FIXED,2.1-3.1,3.1-4.1,3-5,3-5,0,30.0000,,,NBF,,5000000.0000,,38.7000,,,,,,,,,,
ARXCN 3.465 03/10/31,BCECN 3.65 03/17/51,2.6073,-0.6240,31.4291,-4.1432,-28.8218,6.7505,34.7222,6.9773,Oil & Gas,Cable/Telco,NR,BBB,CAD,USD,ARXCN,BCECN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,112.0000,106.0000,6.0000,RBC,CIBC,5000000.0000,2950000.0000,110.0000,,,,,,,,,,
BAC 2.087 06/14/29,BCECN 4.05 03/17/51,-96.8720,0.6238,-73.2405,-133.6866,-23.6314,36.8146,65.2778,-88.7975,Financial Maples,Cable/Telco,A,BBB,USD,CAD,BAC,BCECN,VARIABLE,FIXED,3.1-4.1,>25.1,3-5,3-5,0,,,,,,,,,,160.0000,150.0000,10.0000,RBC,RBC,3000000.0000,5000000.0000,158.8000,AXE
BAC 1.197 10/24/26,BAC 1.734 07/22/27,-14.5568,-0.6235,33.2227,-29.2431,-47.7795,14.6863,24.4048,-18.7651,Financial Maples,Financial Maples,A,A,USD,USD,BAC,BAC,VARIABLE,VARIABLE,1-2.1,1-2.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ALCTRA 1.751 02/11/31,CNQCN 2 1/2 01/17/28,-20.4948,-0.6221,-6.3697,-38.1343,-14.1251,17.6395,27.5794,-22.1693,Utility,Oil & Gas,A-,BBB,CAD,CAD,ALCTRA,CNQCN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,46.0000,41.0000,5.0000,TD,TD,3000000.0000,3000000.0000,53.9900,,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
BNCN 2.724 04/15/31,CCOCN 2.95 10/21/27,15.4814,0.6219,35.6279,-8.9435,-20.1465,24.4249,66.4683,16.0586,Asset Manager,Other,A-,BBB-,USD,CAD,BNCN,CCOCN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE
ALCTRA 1.751 02/11/31,BCECN 3.65 03/17/51,-61.5561,-0.6185,-34.0663,-76.1810,-27.4898,14.6249,22.8175,-59.0778,Utility,Cable/Telco,A-,BBB,CAD,USD,ALCTRA,BCECN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,46.0000,41.0000,5.0000,TD,TD,3000000.0000,3000000.0000,53.9900,,,,,,,,,,
ALACN 2.477 11/30/30,ARXCN 3.465 03/10/31,-15.8344,0.6184,-2.4388,-28.5080,-13.3956,12.6736,81.5476,-16.1154,Midstream,Oil & Gas,BBB-,NR,CAD,CAD,ALACN,ARXCN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,97.0000,99.0000,-2.0000,NBF,BMO,5000000.0000,5000000.0000,91.3200,,112.0000,106.0000,6.0000,RBC,CIBC,5000000.0000,2950000.0000,110.0000,
AQNCN 2.85 07/15/31,CPXCN 3.147 10/01/32,-147.2784,0.6171,-126.9682,-186.8328,-20.3102,39.5544,76.3889,-130.8164,Power Gen/Renewable,Power Gen/Renewable,NR,BBB-,CAD,CAD,AQNCN,CPXCN,FIXED,FIXED,5.1-7.1,7.1-10.1,3-5,3-5,0,,,,,,,,,,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
BAC 1.197 10/24/26,CRRUCN 2.686 03/31/28,-56.0897,-0.6123,-0.4636,-76.9747,-55.6260,20.8851,29.5635,-76.2678,Financial Maples,REIT,A,NR,USD,CAD,BAC,CRRUCN,VARIABLE,FIXED,1-2.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,95.0000,,,SCM,,3000000.0000,,97.0000,
ALACN 2.166 03/16/27,BAC 1.978 09/15/27,7.6286,0.6100,21.7149,-6.9512,-14.0863,14.5798,73.2143,7.3844,Midstream,Financial Maples,BBB-,A,CAD,CAD,ALACN,BAC,FIXED,VARIABLE,1-2.1,2.1-3.1,3-5,3-5,0,63.0000,,,NBF,,5000000.0000,,69.0000,,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,
BCIMCR 1.747 07/24/30,CPXCN 3.147 10/01/32,-68.2948,0.6084,-59.7340,-90.1302,-8.5608,21.8354,75.9921,-69.5626,Pension,Power Gen/Renewable,NR,BBB-,CAD,CAD,BCIMCR,CPXCN,FIXED,FIXED,4.1-5.1,7.1-10.1,3-5,3-5,0,66.0000,,,NBF,,5000000.0000,,66.0000,,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
CIXCN 3.2 12/17/30,CNQCN 2 1/2 01/17/28,103.3395,-0.6073,146.9854,71.4574,-43.6458,31.8821,30.3571,109.9610,Asset Manager,Oil & Gas,NR,BBB,USD,CAD,CIXCN,CNQCN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
ALACN 2.477 11/30/30,BNS 2.15 08/01/31,35.4359,0.6042,53.5013,15.6362,-18.0654,19.7997,77.5794,29.7223,Midstream,Bail In,BBB-,A,CAD,USD,ALACN,BNS,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,97.0000,99.0000,-2.0000,NBF,BMO,5000000.0000,5000000.0000,91.3200,,,,,,,,,,
AERQUE 2.936 05/31/31,BNCN 2.724 04/15/31,28.7073,-0.6023,90.0397,-4.5949,-61.3324,33.3021,45.0397,26.7193,Other,Asset Manager,nan,A-,CAD,USD,AERQUE,BNCN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BAC 2.087 06/14/29,BCECN 2.2 05/29/28,16.9748,0.5995,44.7406,-7.7039,-27.7659,24.6787,68.0556,14.9191,Financial Maples,Cable/Telco,A,BBB,USD,CAD,BAC,BCECN,VARIABLE,FIXED,3.1-4.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,51.0000,,,CIBC,,3000000.0000,,49.0000,
BNS 1.4 11/01/27,CIXCN 4.1 06/15/51,-138.5256,0.5984,-123.8809,-172.1922,-14.6447,33.6666,78.7698,-120.8140,Bail In,Asset Manager,A,NR,CAD,USD,BNS,CIXCN,FIXED,FIXED,2.1-3.1,>25.1,3-5,3-5,0,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,,,,,,,,,,
BCECN 4.05 03/17/51,CPXCN 3.147 10/01/32,27.2408,-0.5978,63.3271,13.4966,-36.0863,13.7442,38.6905,23.0564,Cable/Telco,Power Gen/Renewable,BBB,BBB-,CAD,CAD,BCECN,CPXCN,FIXED,FIXED,>25.1,7.1-10.1,3-5,3-5,0,160.0000,150.0000,10.0000,RBC,RBC,3000000.0000,5000000.0000,158.8000,AXE,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
BIP 2.855 09/01/32,CNQCN 2 1/2 01/17/28,44.3988,-0.5972,54.8716,38.5324,-10.4728,5.8664,30.7540,47.3729,Infastructure,Oil & Gas,BBB+,BBB,CAD,CAD,BIP,CNQCN,FIXED,FIXED,7.1-10.1,2.1-3.1,3-5,3-5,0,112.0000,,,RBC,,5000000.0000,,110.0000,,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
BNS 1.4 11/01/27,CNQCN 2 1/2 01/17/28,-46.9292,-0.5964,-29.0196,-58.7060,-17.9096,11.7768,33.5317,-48.1252,Bail In,Oil & Gas,A,BBB,CAD,CAD,BNS,CNQCN,FIXED,FIXED,2.1-3.1,2.1-3.1,3-5,3-5,0,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
ALACN 2.075 05/30/28,BCECN 1.65 08/16/27,37.0826,-0.5912,60.0343,27.1509,-22.9517,9.9317,29.5635,36.3205,Midstream,Cable/Telco,BBB-,BBB,CAD,CAD,ALACN,BCECN,FIXED,FIXED,2.1-3.1,2.1-3.1,3-5,3-5,0,73.0000,70.0000,3.0000,TD,NBF,5000000.0000,10000000.0000,79.0000,,30.0000,,,NBF,,5000000.0000,,38.7000,
ALACN 2.477 11/30/30,CM 2.01 07/21/30,71.2230,0.5876,85.5240,38.8136,-14.3011,32.4094,66.8651,64.1675,Midstream,NVCC Sub Debt,BBB-,BBB+,CAD,CAD,ALACN,CM,FIXED,VARIABLE,5.1-7.1,4.1-5.1,3-5,3-5,1,97.0000,99.0000,-2.0000,NBF,BMO,5000000.0000,5000000.0000,91.3200,,16.0000,15.0000,1.0000,NBF,BMO,10000000.0000,5000000.0000,15.9300,
BAC 1.658 03/11/27,CM 1.96 04/21/31,10.7697,0.5867,50.1391,-18.3512,-39.3695,29.1209,80.3571,-13.9731,Financial Maples,NVCC Sub Debt,A,BBB+,USD,CAD,BAC,CM,VARIABLE,VARIABLE,1-2.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,32.0000,31.0000,1.0000,CIBC,NBF,20000000.0000,5000000.0000,31.5800,
CPXCN 3.147 10/01/32,CRRUCN 2.686 03/31/28,37.1001,-0.5835,69.3976,20.5254,-32.2975,16.5748,21.6270,39.5803,Power Gen/Renewable,REIT,BBB-,NR,CAD,CAD,CPXCN,CRRUCN,FIXED,FIXED,7.1-10.1,2.1-3.1,3-5,3-5,0,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE,95.0000,,,SCM,,3000000.0000,,97.0000,
BAC 1.197 10/24/26,CNQCN 2 1/2 01/17/28,-27.6191,-0.5797,36.6937,-43.5675,-64.3129,15.9483,30.3571,-48.2965,Financial Maples,Oil & Gas,A,BBB,USD,CAD,BAC,CNQCN,VARIABLE,FIXED,1-2.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
AERQUE 2.936 05/31/31,BMO 0.949 01/22/27,54.6432,-0.5792,108.4479,24.4288,-53.8047,30.2144,43.4524,77.7240,Other,Bail In,nan,A,CAD,USD,AERQUE,BMO,FIXED,VARIABLE,5.1-7.1,1-2.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BAC 1.978 09/15/27,BAC 2.598 04/04/29,-6.5918,0.5785,-1.8975,-17.0500,-4.6943,10.4582,64.4841,-0.8818,Financial Maples,Financial Maples,A,A,CAD,CAD,BAC,BAC,VARIABLE,VARIABLE,2.1-3.1,3.1-4.1,3-5,3-5,0,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,,54.0000,48.0000,6.0000,TD,TD,3000000.0000,3000000.0000,71.9600,
BAC 2.087 06/14/29,CIXCN 3.2 12/17/30,-107.4001,0.5770,-82.4687,-137.1551,-24.9314,29.7550,68.4524,-108.1505,Financial Maples,Asset Manager,A,NR,USD,USD,BAC,CIXCN,VARIABLE,FIXED,3.1-4.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ARXCN 3.465 03/10/31,CIXCN 4.1 06/15/51,-47.9278,0.5765,-33.9621,-77.5081,-13.9657,29.5803,66.8651,-28.8031,Oil & Gas,Asset Manager,NR,NR,CAD,USD,ARXCN,CIXCN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,112.0000,106.0000,6.0000,RBC,CIBC,5000000.0000,2950000.0000,110.0000,,,,,,,,,,
BAC 1.658 03/11/27,CRLETN 3.264 07/05/61,-97.3709,-0.5717,-26.7125,-112.1205,-70.6584,14.7496,26.7857,-117.0459,Financial Maples,University,A,NR,USD,CAD,BAC,CRLETN,VARIABLE,FIXED,1-2.1,>25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ALCTRA 1.751 02/11/31,BNCN 3 1/2 03/30/51,-64.4864,-0.5709,-27.1492,-89.6030,-37.3372,25.1166,36.7063,-58.7496,Utility,Asset Manager,A-,A-,CAD,USD,ALCTRA,BNCN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,46.0000,41.0000,5.0000,TD,TD,3000000.0000,3000000.0000,53.9900,,,,,,,,,,
BCECN 4.05 03/17/51,BNCN 2.724 04/15/31,86.9581,-0.5707,130.2093,56.3939,-43.2512,30.5642,35.1190,82.2872,Cable/Telco,Asset Manager,BBB,A-,CAD,USD,BCECN,BNCN,FIXED,FIXED,>25.1,5.1-7.1,3-5,3-5,0,160.0000,150.0000,10.0000,RBC,RBC,3000000.0000,5000000.0000,158.8000,AXE,,,,,,,,,
ARXCN 3.465 03/10/31,CCOCN 2.95 10/21/27,53.2967,0.5704,61.5445,44.8141,-8.2478,8.4826,72.0238,51.6236,Oil & Gas,Other,NR,BBB-,CAD,CAD,ARXCN,CCOCN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,112.0000,106.0000,6.0000,RBC,CIBC,5000000.0000,2950000.0000,110.0000,,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE
BCECN 3.65 03/17/51,BNS 1.4 11/01/27,87.9905,0.5703,102.6357,63.2114,-14.6453,24.7791,73.6111,85.0337,Cable/Telco,Bail In,BBB,A,USD,CAD,BCECN,BNS,FIXED,FIXED,>25.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,
BAC 1.734 07/22/27,CIXCN 3.2 12/17/30,-116.4019,0.5698,-93.1364,-148.6305,-23.2655,32.2286,70.0397,-139.4924,Financial Maples,Asset Manager,A,NR,USD,USD,BAC,CIXCN,VARIABLE,FIXED,1-2.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BAC 1.658 03/11/27,BMO 0.949 01/22/27,-4.1889,-0.5659,31.4060,-12.6976,-35.5949,8.5087,27.9762,-3.2420,Financial Maples,Bail In,A,A,USD,USD,BAC,BMO,VARIABLE,VARIABLE,1-2.1,1-2.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BCIMCR 1.747 07/24/30,BMO 0.949 01/22/27,17.3585,0.5645,37.9451,-12.6570,-20.5867,30.0155,64.8810,40.6730,Pension,Bail In,NR,A,CAD,USD,BCIMCR,BMO,FIXED,VARIABLE,4.1-5.1,1-2.1,3-5,3-5,0,66.0000,,,NBF,,5000000.0000,,66.0000,,,,,,,,,,
AQNCN 2.85 07/15/31,CRLETN 3.264 07/05/61,-154.8071,0.5643,-132.8674,-174.2018,-21.9397,19.3946,73.6111,-134.3847,Power Gen/Renewable,University,NR,NR,CAD,CAD,AQNCN,CRLETN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
ALACN 2.075 05/30/28,CIXCN 3.2 12/17/30,-98.4834,0.5626,-73.1928,-137.1230,-25.2906,38.6396,63.2937,-103.9500,Midstream,Asset Manager,BBB-,NR,CAD,USD,ALACN,CIXCN,FIXED,FIXED,2.1-3.1,5.1-7.1,3-5,3-5,0,73.0000,70.0000,3.0000,TD,NBF,5000000.0000,10000000.0000,79.0000,,,,,,,,,,
