Security_1,Security_2,Last_Spread,Z_Score,Max,Min,Last_vs_Max,Last_vs_Min,Percentile,XCCY,Custom_Sector_1,Custom_Sector_2,Rating_1,Rating_2,Currency_1,Currency_2,Ticker_1,Ticker_2,CPN_TYPE_1,CPN_TYPE_2,Yrs_Mat_Bucket_1,Yrs_Mat_Bucket_2,Yrs_Since_Issue_Bucket_1,Yrs_Since_Issue_Bucket_2,Own?,Best Bid_runs1,Best Offer_runs1,Bid/Offer_runs1,Dealer @ Best Bid_runs1,Dealer @ Best Offer_runs1,Size @ Best Bid_runs1,Size @ Best Offer_runs1,G Spread_runs1,Keyword_runs1,Best Bid_runs2,Best Offer_runs2,Bid/Offer_runs2,Dealer @ Best Bid_runs2,Dealer @ Best Offer_runs2,Size @ Best Bid_runs2,Size @ Best Offer_runs2,G Spread_runs2,Keyword_runs2
CIXCN 3.2 12/17/30,CIXCN 4.1 06/15/51,11.7431,0.1632,42.5237,-25.8692,-30.7806,37.6123,66.0714,37.2721,Asset Manager,Asset Manager,NR,NR,USD,USD,CIXCN,CIXCN,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BAC 1.734 07/22/27,BCECN 3 03/17/31,-42.7677,-0.1613,-1.8662,-60.3080,-40.9015,17.5403,49.0079,-59.7528,Financial Maples,Cable/Telco,A,BBB,USD,CAD,BAC,BCECN,VARIABLE,FIXED,1-2.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE
ALCTRA 1.751 02/11/31,CM 4 3/8 10/28/2080,-125.1032,0.1612,-69.1971,-321.9688,-55.9061,196.8656,33.5317,-116.5048,Utility,Financial Hybrid,A-,BBB,CAD,CAD,ALCTRA,CM,FIXED,VARIABLE,5.1-7.1,>25.1,3-5,3-5,0,46.0000,41.0000,5.0000,TD,TD,3000000.0000,3000000.0000,53.9900,,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
AERMON 3.441 04/26/51,CRLETN 3.264 07/05/61,-36.0792,0.1611,-25.6531,-49.3446,-10.4261,13.2654,49.8016,-34.0105,Airport,University,A+,NR,CAD,CAD,AERMON,CRLETN,FIXED,FIXED,>25.1,>25.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,,,,,,,,,
BMO 4.3 11/26/2080,CNQCN 2 1/2 01/17/28,108.9005,-0.1610,297.2735,57.8309,-188.3730,51.0696,58.9286,121.9619,Financial Hybrid,Oil & Gas,BBB-,BBB,CAD,CAD,BMO,CNQCN,VARIABLE,FIXED,>25.1,2.1-3.1,3-5,3-5,0,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
BMO 0.949 01/22/27,BNS 1.4 11/01/27,26.8465,-0.1610,50.7700,6.7790,-23.9235,20.0675,41.4683,5.4413,Bail In,Bail In,A,A,USD,CAD,BMO,BNS,VARIABLE,FIXED,1-2.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,22.0000,18.0000,4.0000,TD,BMO,5000000.0000,5000000.0000,21.0000,
ALCTRA 1.751 02/11/31,CIXCN 3.2 12/17/30,-123.8343,0.1591,-80.1905,-172.6737,-43.6439,48.8393,45.8333,-132.1303,Utility,Asset Manager,A-,NR,CAD,USD,ALCTRA,CIXCN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,46.0000,41.0000,5.0000,TD,TD,3000000.0000,3000000.0000,53.9900,,,,,,,,,,
AERQUE 2.936 05/31/31,BMO 4.3 11/26/2080,-74.3399,-0.1572,22.2011,-262.1086,-96.5410,187.7686,37.1032,-86.9219,Other,Financial Hybrid,nan,BBB-,CAD,CAD,AERQUE,BMO,FIXED,VARIABLE,5.1-7.1,>25.1,3-5,3-5,0,,,,,,,,,,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,
ALCTRA 1.751 02/11/31,BNS 2.15 08/01/31,-12.8932,0.1569,7.0829,-43.2029,-19.9761,30.3097,46.2302,-20.2174,Utility,Bail In,A-,A,CAD,USD,ALCTRA,BNS,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,46.0000,41.0000,5.0000,TD,TD,3000000.0000,3000000.0000,53.9900,,,,,,,,,,
AERQUE 2.936 05/31/31,CM 1.96 04/21/31,69.6018,-0.1567,112.6697,41.5386,-43.0679,28.0632,55.7540,66.9928,Other,NVCC Sub Debt,nan,BBB+,CAD,CAD,AERQUE,CM,FIXED,VARIABLE,5.1-7.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,32.0000,31.0000,1.0000,CIBC,NBF,20000000.0000,5000000.0000,31.5800,
BMO 0.949 01/22/27,CM 4 3/8 10/28/2080,-124.6911,0.1557,-78.1466,-297.3235,-46.5445,172.6324,37.1032,-137.0194,Bail In,Financial Hybrid,A,BBB,USD,CAD,BMO,CM,VARIABLE,VARIABLE,1-2.1,>25.1,3-5,3-5,0,,,,,,,,,,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
BCECN 3.65 03/17/51,BMO 4.3 11/26/2080,-67.8392,0.1557,-23.4559,-271.6656,-44.3833,203.8264,40.6746,-85.0534,Cable/Telco,Financial Hybrid,BBB,BBB-,USD,CAD,BCECN,BMO,FIXED,VARIABLE,>25.1,>25.1,3-5,3-5,0,,,,,,,,,,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,
BAC 1.197 10/24/26,CM 4 3/8 10/28/2080,-132.2276,0.1556,-86.6064,-299.0542,-45.6212,166.8266,37.5000,-142.6320,Financial Maples,Financial Hybrid,A,BBB,USD,CAD,BAC,CM,VARIABLE,VARIABLE,1-2.1,>25.1,3-5,3-5,0,,,,,,,,,,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
BMO 4.3 11/26/2080,BNCN 2.724 04/15/31,103.0472,-0.1547,264.9128,64.8187,-161.8656,38.2285,65.6746,113.6411,Financial Hybrid,Asset Manager,BBB-,A-,CAD,USD,BMO,BNCN,VARIABLE,FIXED,>25.1,5.1-7.1,3-5,3-5,0,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,,,,,,,,,,
BCECN 3.65 03/17/51,BCIMCR 1.747 07/24/30,43.7855,0.1547,52.1100,24.4012,-8.3245,19.3843,41.4683,38.9194,Cable/Telco,Pension,BBB,NR,USD,CAD,BCECN,BCIMCR,FIXED,FIXED,>25.1,4.1-5.1,3-5,3-5,0,,,,,,,,,,66.0000,,,NBF,,5000000.0000,,66.0000,
BAMREP 3.33 08/13/50,CM 4 3/8 10/28/2080,-10.8588,0.1546,42.9322,-198.7173,-53.7911,187.8585,31.1508,0.3425,Power Gen/Renewable,Financial Hybrid,BBB+,BBB,CAD,CAD,BAMREP,CM,FIXED,VARIABLE,>25.1,>25.1,3-5,3-5,0,160.0000,,,NBF,,5000000.0000,,160.0000,,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
CCOCN 2.95 10/21/27,CM 4 3/8 10/28/2080,-114.2365,0.1540,-67.8326,-291.6120,-46.4038,177.3756,33.1349,-102.0733,Other,Financial Hybrid,BBB-,BBB,CAD,CAD,CCOCN,CM,FIXED,VARIABLE,2.1-3.1,>25.1,3-5,3-5,0,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
BCECN 3 03/17/31,BMO 4.3 11/26/2080,-79.1952,0.1536,-29.8746,-270.2702,-49.3206,191.0750,37.8968,-91.7405,Cable/Telco,Financial Hybrid,BBB,BBB-,CAD,CAD,BCECN,BMO,FIXED,VARIABLE,5.1-7.1,>25.1,3-5,3-5,0,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,
BNCN 2.724 04/15/31,CNQCN 2 1/2 01/17/28,5.8533,-0.1535,39.4174,-8.1776,-33.5641,14.0310,52.9762,8.3208,Asset Manager,Oil & Gas,A-,BBB,USD,CAD,BNCN,CNQCN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
BNS 2.15 08/01/31,CM 4 3/8 10/28/2080,-112.2100,0.1535,-72.8988,-283.3927,-39.3113,171.1826,32.3413,-96.2874,Bail In,Financial Hybrid,A,BBB,USD,CAD,BNS,CM,FIXED,VARIABLE,5.1-7.1,>25.1,3-5,3-5,0,,,,,,,,,,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
ALACN 2.075 05/30/28,BAC 2.087 06/14/29,8.9167,0.1524,27.4256,-10.6006,-18.5089,19.5173,57.3413,4.2005,Midstream,Financial Maples,BBB-,A,CAD,USD,ALACN,BAC,FIXED,VARIABLE,2.1-3.1,3.1-4.1,3-5,3-5,0,73.0000,70.0000,3.0000,TD,NBF,5000000.0000,10000000.0000,79.0000,,,,,,,,,,
ALACN 2.075 05/30/28,BMO 4.3 11/26/2080,-104.0444,0.1518,-52.1883,-283.8958,-51.8561,179.8514,38.2937,-115.9509,Midstream,Financial Hybrid,BBB-,BBB-,CAD,CAD,ALACN,BMO,FIXED,VARIABLE,2.1-3.1,>25.1,3-5,3-5,0,73.0000,70.0000,3.0000,TD,NBF,5000000.0000,10000000.0000,79.0000,,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,
BAC 1.978 09/15/27,BMO 4.3 11/26/2080,-120.9101,0.1494,-73.8453,-314.5101,-47.0647,193.6000,37.8968,-132.7294,Financial Maples,Financial Hybrid,A,BBB-,CAD,CAD,BAC,BMO,VARIABLE,VARIABLE,2.1-3.1,>25.1,3-5,3-5,0,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,
BAMREP 3.33 08/13/50,CPXCN 3.147 10/01/32,28.1789,-0.1461,43.6195,12.1864,-15.4405,15.9925,47.4206,27.1264,Power Gen/Renewable,Power Gen/Renewable,BBB+,BBB-,CAD,CAD,BAMREP,CPXCN,FIXED,FIXED,>25.1,7.1-10.1,3-5,3-5,0,160.0000,,,NBF,,5000000.0000,,160.0000,,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
BAC 2.598 04/04/29,CRLETN 3.264 07/05/61,-78.5171,-0.1456,-54.2613,-89.1085,-24.2558,10.5914,48.6111,-81.0056,Financial Maples,University,A,NR,CAD,CAD,BAC,CRLETN,VARIABLE,FIXED,3.1-4.1,>25.1,3-5,3-5,0,54.0000,48.0000,6.0000,TD,TD,3000000.0000,3000000.0000,71.9600,,,,,,,,,,
BAC 1.734 07/22/27,BMO 4.3 11/26/2080,-121.9629,0.1440,-83.2321,-291.2286,-38.7308,169.2658,36.3095,-151.4933,Financial Maples,Financial Hybrid,A,BBB-,USD,CAD,BAC,BMO,VARIABLE,VARIABLE,1-2.1,>25.1,3-5,3-5,0,,,,,,,,,,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,
BCIMCR 1.747 07/24/30,BMO 4.3 11/26/2080,-111.6247,0.1439,-58.7270,-299.1944,-52.8978,187.5697,37.5000,-123.9729,Pension,Financial Hybrid,NR,BBB-,CAD,CAD,BCIMCR,BMO,FIXED,VARIABLE,4.1-5.1,>25.1,3-5,3-5,0,66.0000,,,NBF,,5000000.0000,,66.0000,,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,
AQNCN 2.85 07/15/31,CRRUCN 2.686 03/31/28,-110.1783,0.1421,-74.3146,-151.5923,-35.8636,41.4140,66.4683,-91.2361,Power Gen/Renewable,REIT,NR,NR,CAD,CAD,AQNCN,CRRUCN,FIXED,FIXED,5.1-7.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,95.0000,,,SCM,,3000000.0000,,97.0000,
AERMON 3.441 04/26/51,CNQCN 2 1/2 01/17/28,37.0202,-0.1420,47.6226,22.0009,-10.6024,15.0193,24.8016,37.1095,Airport,Oil & Gas,A+,BBB,CAD,CAD,AERMON,CNQCN,FIXED,FIXED,>25.1,2.1-3.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
BCECN 3.65 03/17/51,BNCN 2.724 04/15/31,35.2080,0.1372,52.4551,-13.6845,-17.2471,48.8925,48.2143,28.5877,Cable/Telco,Asset Manager,BBB,A-,USD,USD,BCECN,BNCN,FIXED,FIXED,>25.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
CIXCN 3.2 12/17/30,CM 4 3/8 10/28/2080,-1.2689,0.1370,49.5099,-151.5454,-50.7787,150.2765,41.0714,15.6255,Asset Manager,Financial Hybrid,NR,BBB,USD,CAD,CIXCN,CM,FIXED,VARIABLE,5.1-7.1,>25.1,3-5,3-5,0,,,,,,,,,,184.3100,101.2300,83.0800,CIBC,CIBC,3000000.0000,3000000.0000,183.5400,
BMO 0.949 01/22/27,CIXCN 3.2 12/17/30,-123.4222,0.1362,-96.0611,-161.8616,-27.3611,38.4394,52.9762,-152.6449,Bail In,Asset Manager,A,NR,USD,USD,BMO,CIXCN,VARIABLE,FIXED,1-2.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BAC 1.978 09/15/27,BCECN 3 03/17/31,-41.7149,-0.1356,-32.7925,-49.3072,-8.9224,7.5924,44.6429,-40.9889,Financial Maples,Cable/Telco,A,BBB,CAD,CAD,BAC,BCECN,VARIABLE,FIXED,2.1-3.1,5.1-7.1,3-5,3-5,0,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE
BAMREP 3.33 08/13/50,CIXCN 3.2 12/17/30,-9.5900,0.1354,28.6027,-50.4680,-38.1927,40.8780,48.2143,-15.2830,Power Gen/Renewable,Asset Manager,BBB+,NR,CAD,USD,BAMREP,CIXCN,FIXED,FIXED,>25.1,5.1-7.1,3-5,3-5,0,160.0000,,,NBF,,5000000.0000,,160.0000,,,,,,,,,,
BAC 2.087 06/14/29,BMO 4.3 11/26/2080,-112.9611,0.1342,-74.8251,-281.8660,-38.1360,168.9050,35.5159,-120.1514,Financial Maples,Financial Hybrid,A,BBB-,USD,CAD,BAC,BMO,VARIABLE,VARIABLE,3.1-4.1,>25.1,3-5,3-5,0,,,,,,,,,,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,
AERMON 3.441 04/26/51,BMO 4.3 11/26/2080,-71.8803,0.1338,-17.9743,-268.5258,-53.9060,196.6455,36.7063,-84.8524,Airport,Financial Hybrid,A+,BBB-,CAD,CAD,AERMON,BMO,FIXED,VARIABLE,>25.1,>25.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,
BAC 2.087 06/14/29,BCIMCR 1.747 07/24/30,-1.3364,-0.1336,20.6840,-19.3374,-22.0204,18.0011,49.4048,3.8215,Financial Maples,Pension,A,NR,USD,CAD,BAC,BCIMCR,VARIABLE,FIXED,3.1-4.1,4.1-5.1,3-5,3-5,0,,,,,,,,,,66.0000,,,NBF,,5000000.0000,,66.0000,
BAMREP 3.33 08/13/50,CCOCN 2.95 10/21/27,103.3776,0.1336,112.2515,89.4991,-8.8739,13.8785,54.5635,102.4158,Power Gen/Renewable,Other,BBB+,BBB-,CAD,CAD,BAMREP,CCOCN,FIXED,FIXED,>25.1,2.1-3.1,3-5,3-5,0,160.0000,,,NBF,,5000000.0000,,160.0000,,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE
BAC 1.197 10/24/26,CPXCN 3.147 10/01/32,-93.1898,-0.1323,-32.3356,-120.2736,-60.8542,27.0838,43.4524,-115.8481,Financial Maples,Power Gen/Renewable,A,BBB-,USD,CAD,BAC,CPXCN,VARIABLE,FIXED,1-2.1,7.1-10.1,3-5,3-5,0,,,,,,,,,,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
AERMON 3.441 04/26/51,BAC 1.978 09/15/27,49.0297,-0.1318,56.1202,35.3923,-7.0904,13.6374,37.1032,47.8770,Airport,Financial Maples,A+,A,CAD,CAD,AERMON,BAC,FIXED,VARIABLE,>25.1,2.1-3.1,3-5,3-5,0,104.0000,98.0000,6.0000,TD,RBC,5000000.0000,5000000.0000,103.7400,AXE,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,
BMO 4.3 11/26/2080,CM 1.96 04/21/31,143.9417,0.1313,318.8105,86.0378,-174.8688,57.9039,68.4524,153.9147,Financial Hybrid,NVCC Sub Debt,BBB-,BBB+,CAD,CAD,BMO,CM,VARIABLE,VARIABLE,>25.1,5.1-7.1,3-5,3-5,0,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,,32.0000,31.0000,1.0000,CIBC,NBF,20000000.0000,5000000.0000,31.5800,
ALACN 2.075 05/30/28,CNQCN 2 1/2 01/17/28,4.8562,-0.1291,20.4112,-3.5845,-15.5551,8.4407,47.8175,6.0110,Midstream,Oil & Gas,BBB-,BBB,CAD,CAD,ALACN,CNQCN,FIXED,FIXED,2.1-3.1,2.1-3.1,3-5,3-5,0,73.0000,70.0000,3.0000,TD,NBF,5000000.0000,10000000.0000,79.0000,,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,
ARXCN 3.465 03/10/31,BAMREP 3.33 08/13/50,-50.0809,0.1265,-35.3007,-58.8147,-14.7802,8.7338,66.4683,-50.7922,Oil & Gas,Power Gen/Renewable,NR,BBB+,CAD,CAD,ARXCN,BAMREP,FIXED,FIXED,5.1-7.1,>25.1,3-5,3-5,0,112.0000,106.0000,6.0000,RBC,CIBC,5000000.0000,2950000.0000,110.0000,,160.0000,,,NBF,,5000000.0000,,160.0000,
ARXCN 3.465 03/10/31,BAC 1.197 10/24/26,71.2878,0.1264,95.2664,15.9445,-23.9786,55.3433,52.5794,92.1822,Oil & Gas,Financial Maples,NR,A,CAD,USD,ARXCN,BAC,FIXED,VARIABLE,5.1-7.1,1-2.1,3-5,3-5,0,112.0000,106.0000,6.0000,RBC,CIBC,5000000.0000,2950000.0000,110.0000,,,,,,,,,,
BAC 1.658 03/11/27,CIXCN 3.2 12/17/30,-127.6111,-0.1262,-94.6865,-156.0888,-32.9246,28.4777,45.4365,-155.8869,Financial Maples,Asset Manager,A,NR,USD,USD,BAC,CIXCN,VARIABLE,FIXED,1-2.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BIP 2.855 09/01/32,BMO 4.3 11/26/2080,-64.5017,0.1250,-7.9828,-249.9531,-56.5189,185.4514,35.9127,-74.5890,Infastructure,Financial Hybrid,BBB+,BBB-,CAD,CAD,BIP,BMO,FIXED,VARIABLE,7.1-10.1,>25.1,3-5,3-5,0,112.0000,,,RBC,,5000000.0000,,110.0000,,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,
BAC 1.978 09/15/27,BCIMCR 1.747 07/24/30,-9.2853,0.1249,-1.8199,-23.9960,-7.4654,14.7107,51.7857,-8.7565,Financial Maples,Pension,A,NR,CAD,CAD,BAC,BCIMCR,VARIABLE,FIXED,2.1-3.1,4.1-5.1,3-5,3-5,0,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,,66.0000,,,NBF,,5000000.0000,,66.0000,
BAC 2.598 04/04/29,BIP 2.855 09/01/32,-49.8165,-0.1242,-34.2691,-63.2941,-15.5475,13.4776,56.5476,-57.2586,Financial Maples,Infastructure,A,BBB+,CAD,CAD,BAC,BIP,VARIABLE,FIXED,3.1-4.1,7.1-10.1,3-5,3-5,0,54.0000,48.0000,6.0000,TD,TD,3000000.0000,3000000.0000,71.9600,,112.0000,,,RBC,,5000000.0000,,110.0000,
BAC 1.978 09/15/27,BCECN 3.65 03/17/51,-53.0708,-0.1241,-33.5928,-64.3660,-19.4780,11.2951,60.9127,-47.6759,Financial Maples,Cable/Telco,A,BBB,CAD,USD,BAC,BCECN,VARIABLE,FIXED,2.1-3.1,>25.1,3-5,3-5,0,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,,,,,,,,,,
BCECN 3 03/17/31,BNCN 2.724 04/15/31,23.8520,0.1231,44.1961,-15.1376,-20.3441,38.9896,47.8175,21.9006,Cable/Telco,Asset Manager,BBB,A-,CAD,USD,BCECN,BNCN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE,,,,,,,,,
BAC 1.734 07/22/27,BAC 2.598 04/04/29,-7.6446,0.1223,26.2617,-28.0423,-33.9063,20.3976,60.5159,-19.6457,Financial Maples,Financial Maples,A,A,USD,CAD,BAC,BAC,VARIABLE,VARIABLE,1-2.1,3.1-4.1,3-5,3-5,0,,,,,,,,,,54.0000,48.0000,6.0000,TD,TD,3000000.0000,3000000.0000,71.9600,
BAC 1.734 07/22/27,BAC 1.978 09/15/27,-1.0528,-0.1213,42.3737,-15.3390,-43.4265,14.2862,47.8175,-18.7639,Financial Maples,Financial Maples,A,A,USD,CAD,BAC,BAC,VARIABLE,VARIABLE,1-2.1,2.1-3.1,3-5,3-5,0,,,,,,,,,,53.0000,48.0000,5.0000,TD,TD,5000000.0000,5000000.0000,55.3500,
ALACN 2.477 11/30/30,BMO 4.3 11/26/2080,-81.0663,0.1194,-23.4576,-262.0979,-57.6087,181.0316,37.8968,-94.1915,Midstream,Financial Hybrid,BBB-,BBB-,CAD,CAD,ALACN,BMO,FIXED,VARIABLE,5.1-7.1,>25.1,3-5,3-5,0,97.0000,99.0000,-2.0000,NBF,BMO,5000000.0000,5000000.0000,91.3200,,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,
CCDJ 1.992 05/28/31,CIXCN 4.1 06/15/51,-122.2746,-0.1193,-96.7027,-149.2117,-25.5719,26.9371,47.0238,-101.0616,Non Major Sub Debt,Asset Manager,A-,NR,CAD,USD,CCDJ,CIXCN,VARIABLE,FIXED,5.1-7.1,>25.1,3-5,3-5,0,38.0000,28.0000,10.0000,NBF,NBF,25000000.0000,5000000.0000,37.0200,AXE,,,,,,,,,
ALTALK 1.509 09/11/30,CM 2.01 07/21/30,14.5592,-0.1177,40.4329,3.6792,-25.8737,10.8801,53.7698,5.6245,Utility,NVCC Sub Debt,A-,BBB+,CAD,CAD,ALTALK,CM,FIXED,VARIABLE,5.1-7.1,4.1-5.1,3-5,3-5,1,36.0000,26.0000,10.0000,RBC,RBC,3000000.0000,3000000.0000,33.0600,,16.0000,15.0000,1.0000,NBF,BMO,10000000.0000,5000000.0000,15.9300,
BCIMCR 1.747 07/24/30,CRLETN 3.264 07/05/61,-75.8236,0.1168,-54.1562,-92.9354,-21.6674,17.1119,57.3413,-73.1309,Pension,University,NR,NR,CAD,CAD,BCIMCR,CRLETN,FIXED,FIXED,4.1-5.1,>25.1,3-5,3-5,0,66.0000,,,NBF,,5000000.0000,,66.0000,,,,,,,,,,
BMO 0.949 01/22/27,CPXCN 3.147 10/01/32,-85.6533,-0.1141,-59.5562,-113.9845,-26.0971,28.3312,44.6429,-110.2355,Bail In,Power Gen/Renewable,A,BBB-,USD,CAD,BMO,CPXCN,VARIABLE,FIXED,1-2.1,7.1-10.1,3-5,3-5,0,,,,,,,,,,130.0000,125.0000,5.0000,TD,TD,5000000.0000,2000000.0000,131.0000,AXE
CNQCN 2 1/2 01/17/28,CRRUCN 2.686 03/31/28,-28.4705,-0.1141,-19.0500,-45.8459,-9.4206,17.3754,35.1190,-27.9713,Oil & Gas,REIT,BBB,NR,CAD,CAD,CNQCN,CRRUCN,FIXED,FIXED,2.1-3.1,2.1-3.1,3-5,3-5,0,65.0000,60.0000,5.0000,CIBC,SCM,3000000.0000,3000000.0000,66.8300,,95.0000,,,SCM,,3000000.0000,,97.0000,
BMO 4.3 11/26/2080,CRLETN 3.264 07/05/61,35.8012,-0.1119,241.9589,-25.5486,-206.1577,61.3498,62.1032,50.8420,Financial Hybrid,University,BBB-,NR,CAD,CAD,BMO,CRLETN,VARIABLE,FIXED,>25.1,>25.1,3-5,3-5,0,183.0000,123.1200,59.8800,NBF,CIBC,3000000.0000,3000000.0000,184.1100,,,,,,,,,,
ARXCN 3.465 03/10/31,BMO 0.949 01/22/27,63.7513,0.1117,86.4801,41.8820,-22.7288,21.8692,53.3730,86.5697,Oil & Gas,Bail In,NR,A,CAD,USD,ARXCN,BMO,FIXED,VARIABLE,5.1-7.1,1-2.1,3-5,3-5,0,112.0000,106.0000,6.0000,RBC,CIBC,5000000.0000,2950000.0000,110.0000,,,,,,,,,,
CCOCN 2.95 10/21/27,CIXCN 3.2 12/17/30,-112.9676,0.1116,-80.0686,-143.1557,-32.8990,30.1881,51.7857,-117.6988,Other,Asset Manager,BBB-,NR,CAD,USD,CCOCN,CIXCN,FIXED,FIXED,2.1-3.1,5.1-7.1,3-5,3-5,0,63.0000,53.0000,10.0000,NBF,NBF,5000000.0000,2000000.0000,58.1200,AXE,,,,,,,,,
ALACN 2.075 05/30/28,BCECN 3.65 03/17/51,-36.2052,-0.1100,-12.2302,-49.6874,-23.9750,13.4822,60.9127,-30.8975,Midstream,Cable/Telco,BBB-,BBB,CAD,USD,ALACN,BCECN,FIXED,FIXED,2.1-3.1,>25.1,3-5,3-5,0,73.0000,70.0000,3.0000,TD,NBF,5000000.0000,10000000.0000,79.0000,,,,,,,,,,
ALACN 2.075 05/30/28,BCECN 3 03/17/31,-24.8492,-0.1097,-8.1652,-34.5464,-16.6840,9.6972,49.8016,-24.2104,Midstream,Cable/Telco,BBB-,BBB,CAD,CAD,ALACN,BCECN,FIXED,FIXED,2.1-3.1,5.1-7.1,3-5,3-5,0,73.0000,70.0000,3.0000,TD,NBF,5000000.0000,10000000.0000,79.0000,,98.0000,94.0000,4.0000,TD,RBC,10000000.0000,5000000.0000,96.1000,AXE
BNS 2.15 08/01/31,CIXCN 3.2 12/17/30,-110.9411,0.1093,-77.1151,-142.9275,-33.8260,31.9864,50.1984,-111.9129,Bail In,Asset Manager,A,NR,USD,USD,BNS,CIXCN,FIXED,FIXED,5.1-7.1,5.1-7.1,3-5,3-5,0,,,,,,,,,,,,,,,,,,
BCECN 1.65 08/16/27,BNCN 3 1/2 03/30/51,-76.2180,-0.1074,-46.9101,-106.8949,-29.3079,30.6769,43.4524,-66.8897,Cable/Telco,Asset Manager,BBB,A-,CAD,USD,BCECN,BNCN,FIXED,FIXED,2.1-3.1,>25.1,3-5,3-5,0,30.0000,,,NBF,,5000000.0000,,38.7000,,,,,,,,,,
