Security,Bid Spread,Ask Spread,Bid Size,Ask Size,DoD,WoW,MTD,QTD,YTD,1YR,DoD Chg Bid Size,DoD Chg Ask Size,MTD Chg Bid Size,MTD Chg Ask Size,Best Bid,Best Offer,Bid/Offer,Dealer @ Best Bid,Dealer @ Best Offer,Size @ Best Bid,Size @ Best Offer,CUSIP,G Spread,Keyword
BAC 3.615 03/16/28,64.0,60.0,10000000.0,5000000.0,-2.0,-6.0,-2.0,-2.0,-66.0,-66.0,0.0,0.0,0.0,0.0,63.0,60.0,3.0,TD,NBF,10000000.0,10000000.0,060505GF5,64.0,
BAC 1.978 09/15/27,56.0,52.0,10000000.0,0.0,-2.0,-4.0,-2.0,-2.0,-67.0,-67.0,0.0,0.0,0.0,0.0,53.0,48.0,5.0,TD,TD,5000000.0,5000000.0,060505FZ2,56.12,
BAC 2.598 04/04/29,73.0,68.0,5000000.0,0.0,-2.0,-4.0,-2.0,-2.0,-66.0,-66.0,0.0,0.0,0.0,0.0,54.0,48.0,6.0,TD,TD,3000000.0,3000000.0,060505FU3,71.96,
BMW 3.7 04/02/29,83.0,78.0,5000000.0,0.0,-2.0,-7.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,83.0,80.0,3.0,CIBC,NBF,5000000.0,2000000.0,05590HBJ5,83.0,
BMW 3.35 04/01/27,56.0,51.0,3000000.0,3000000.0,-2.0,-6.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,56.0,51.0,5.0,RBC,RBC,3000000.0,3000000.0,05590HBH9,56.0,
BMW 3.35 04/01/27,58.0,53.0,5000000.0,2000000.0,-2.0,-5.0,-2.0,-2.0,,,0.0,-3000000.0,0.0,-3000000.0,56.0,51.0,5.0,RBC,RBC,3000000.0,3000000.0,05590HBH9,58.83,AXE
BMW 3.35 04/01/27,57.0,52.0,5000000.0,1000000.0,-2.0,-7.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,56.0,51.0,5.0,RBC,RBC,3000000.0,3000000.0,05590HBH9,57.0,
BMW 3.99 10/10/28,76.0,71.0,2000000.0,2000000.0,-2.0,-5.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,76.0,71.0,5.0,RBC,RBC,2000000.0,2000000.0,05590HBG1,75.0,
BMW 3.99 10/10/28,78.0,73.0,5000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,,,2000000.0,0.0,2000000.0,0.0,76.0,71.0,5.0,RBC,RBC,2000000.0,2000000.0,05590HBG1,77.0,
BMO 3.19 03/01/28,43.0,39.0,5000000.0,5000000.0,-2.0,-1.0,-2.0,-2.0,-57.0,-57.0,0.0,0.0,0.0,0.0,43.0,39.0,4.0,NBF,SCM,5000000.0,10000000.0,06368BTX6,43.32,
ALTALK 4.692 11/28/32,74.0,69.0,3000000.0,1000000.0,-2.0,-3.0,-2.0,-2.0,-39.0,-39.0,0.0,0.0,0.0,0.0,71.0,66.0,5.0,RBC,RBC,5000000.0,5000000.0,021374AD5,72.0,
ALTALK 4.692 11/28/32,71.0,66.0,5000000.0,5000000.0,-2.0,-7.0,-2.0,-2.0,-38.0,-38.0,0.0,0.0,0.0,0.0,71.0,66.0,5.0,RBC,RBC,5000000.0,5000000.0,021374AD5,68.95,
ALTALK 1.509 09/11/30,36.0,26.0,3000000.0,3000000.0,-2.0,-6.0,-2.0,-2.0,-63.0,-63.0,0.0,0.0,0.0,0.0,36.0,26.0,10.0,RBC,RBC,3000000.0,3000000.0,021374AC7,33.06,
ALCTRA 1.751 02/11/31,56.0,46.0,5000000.0,0.0,-2.0,-5.0,-2.0,-2.0,-43.0,-43.0,0.0,0.0,0.0,0.0,46.0,41.0,5.0,TD,TD,3000000.0,3000000.0,014443AL9,53.99,
ALCTRA 3.458 04/12/49,109.0,104.0,5000000.0,1000000.0,-2.0,-5.0,-2.0,-2.0,-33.0,-33.0,0.0,0.0,0.0,0.0,109.0,105.0,4.0,NBF,BMO,5000000.0,2000000.0,014443AK1,110.0,
ALCTRA 2.488 05/17/27,41.0,36.0,3000000.0,5000000.0,-2.0,-3.0,-2.0,-2.0,-42.0,-42.0,0.0,0.0,0.0,0.0,41.0,36.0,5.0,NBF,TD,5000000.0,5000000.0,014443AG0,39.0,
ALCTRA 2.488 05/17/27,43.0,33.0,5000000.0,0.0,-2.0,-5.0,-2.0,-2.0,-31.0,-31.0,0.0,0.0,0.0,0.0,41.0,36.0,5.0,NBF,TD,5000000.0,5000000.0,014443AG0,42.64,
ALCTRA 5.297 04/29/41,109.0,104.0,5000000.0,1000000.0,-2.0,-5.0,-2.0,-2.0,-40.0,-40.0,0.0,0.0,0.0,0.0,108.0,,,NBF,,5000000.0,,014443AF2,120.0,
ALCTRA 3.958 07/30/42,109.0,104.0,5000000.0,1000000.0,-2.0,-5.0,-2.0,-2.0,-37.0,-37.0,0.0,0.0,0.0,0.0,109.0,,,NBF,,5000000.0,,014443AC9,118.0,
AL 5.4 06/01/28,101.0,96.0,5000000.0,1000000.0,-2.0,-3.0,-2.0,-2.0,-56.0,-56.0,0.0,0.0,0.0,0.0,101.0,98.0,3.0,CIBC,BMO,5000000.0,2000000.0,00912XBP8,99.0,
AIREIN 4.97 05/23/34,102.0,97.0,5000000.0,1000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,100.0,96.0,4.0,SCM,SCM,3000000.0,3000000.0,00889YAG6,104.0,
AIREIN 4.64 02/15/30,83.0,78.0,5000000.0,0.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,79.0,75.0,4.0,SCM,TD,5000000.0,3000000.0,00889YAF8,76.0,
AIREIN 2.195 11/04/26,41.0,36.0,5000000.0,2000000.0,-2.0,-3.0,-2.0,-2.0,-54.0,-54.0,0.0,0.0,0.0,0.0,40.0,35.0,5.0,NBF,TD,5000000.0,3000000.0,00889YAE1,41.0,
AIREIN 2.712 06/01/29,73.0,68.0,5000000.0,1000000.0,-2.0,-3.0,-2.0,-2.0,-68.0,-68.0,0.0,0.0,0.0,0.0,66.0,61.0,5.0,TD,TD,3000000.0,3000000.0,00889YAD3,73.0,
ALCTRA 1.751 02/11/31,46.0,41.0,3000000.0,3000000.0,-2.0,-3.0,-2.0,-2.0,-62.0,-62.0,0.0,0.0,0.0,0.0,46.0,41.0,5.0,TD,TD,3000000.0,3000000.0,014443AL9,44.0,
AIREIN 3.367 06/01/27,50.0,45.0,5000000.0,0.0,-2.0,-3.0,-2.0,-2.0,-66.0,-66.0,0.0,0.0,0.0,0.0,44.0,42.0,2.0,BMO,TD,5000000.0,3000000.0,00889YAC5,50.0,
AERMON 3.03 04/21/50,106.0,101.0,5000000.0,2000000.0,-2.0,-4.0,-2.0,-2.0,-23.0,-23.0,0.0,0.0,0.0,0.0,104.0,98.0,6.0,TD,RBC,5000000.0,5000000.0,007863AL7,106.0,
AERMON 3.36 04/24/47,106.0,101.0,5000000.0,2000000.0,-2.0,-4.0,-2.0,-2.0,-29.0,-29.0,0.0,0.0,0.0,0.0,105.0,100.0,5.0,NBF,NBF,3000000.0,3000000.0,007863AK9,110.0,
AERMON 5.472 04/16/40,106.0,101.0,5000000.0,1000000.0,-2.0,-4.0,-2.0,-2.0,-38.0,-38.0,0.0,0.0,0.0,0.0,103.0,,,RBC,,3000000.0,,007863AG8,121.0,
ARXCN 4.409 06/17/32,122.0,118.0,5000000.0,2000000.0,-2.0,-2.0,-2.0,-2.0,,,0.0,-3000000.0,0.0,-3000000.0,121.0,116.0,5.0,NBF,NBF,5000000.0,3000000.0,00208DAD3,123.11,AXE
ARXCN 4.409 06/17/32,122.0,118.0,3000000.0,3000000.0,-2.0,-2.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,121.0,116.0,5.0,NBF,NBF,5000000.0,3000000.0,00208DAD3,123.46,
ARXCN 3.465 03/10/31,113.0,108.0,5000000.0,5000000.0,-2.0,-5.0,-2.0,-2.0,-59.0,-59.0,0.0,0.0,0.0,0.0,112.0,106.0,6.0,RBC,CIBC,5000000.0,2950000.0,00208DAB7,110.22,
ARXCN 3.465 03/10/31,113.0,106.0,3000000.0,2950000.0,-2.0,-2.0,-2.0,-2.0,-57.0,-57.0,0.0,0.0,0.0,0.0,112.0,106.0,6.0,RBC,CIBC,5000000.0,2950000.0,00208DAB7,110.21,
T 5.1 11/25/48,157.0,152.0,2000000.0,2000000.0,-2.0,-6.0,-2.0,-2.0,-81.0,-81.0,0.0,0.0,0.0,0.0,157.0,152.0,5.0,RBC,RBC,2000000.0,2000000.0,00206RGC0,158.3,AXE
T 5.1 11/25/48,161.0,155.0,2000000.0,2000000.0,-2.0,-5.0,-2.0,-2.0,-78.0,-78.0,0.0,0.0,0.0,0.0,157.0,152.0,5.0,RBC,RBC,2000000.0,2000000.0,00206RGC0,162.39,
T 4.85 05/25/47,157.0,152.0,2000000.0,2000000.0,-2.0,-6.0,-2.0,-2.0,-81.0,-81.0,0.0,0.0,0.0,0.0,157.0,152.0,5.0,RBC,RBC,2000000.0,2000000.0,00206RDY5,160.6,AXE
T 4.85 05/25/47,161.0,151.0,2000000.0,0.0,-2.0,-5.0,-2.0,-2.0,-79.0,-79.0,0.0,0.0,0.0,0.0,157.0,152.0,5.0,RBC,RBC,2000000.0,2000000.0,00206RDY5,164.58,
AIREIN 3.043 06/01/28,61.0,56.0,5000000.0,0.0,-2.0,-3.0,-2.0,-2.0,-72.0,-72.0,0.0,0.0,0.0,0.0,58.0,53.0,5.0,SCM,SCM,5000000.0,5000000.0,00889YAB7,59.0,
ALCTRA 4.627 06/13/34,81.0,76.0,5000000.0,3000000.0,-2.0,-5.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,81.0,76.0,5.0,RBC,RBC,5000000.0,3000000.0,014443AN5,82.82,
ALCTRA 4.627 06/13/34,83.0,78.0,3000000.0,2000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,81.0,76.0,5.0,RBC,RBC,5000000.0,3000000.0,014443AN5,85.0,
ALCTRA 4.309 10/30/34,82.0,77.0,5000000.0,0.0,-2.0,-5.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,82.0,78.0,4.0,RBC,TD,5000000.0,2000000.0,014443AQ8,80.89,
ALACN 5 1/4 01/11/2082,263.0,248.0,2000000.0,2000000.0,-2.0,-1.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,263.0,248.0,15.0,CIBC,CIBC,2000000.0,2000000.0,021361AA8,259.0,
ALTALK 3.717 12/03/46,106.0,101.0,3000000.0,1000000.0,-2.0,-7.0,-2.0,-2.0,-38.0,-38.0,0.0,0.0,0.0,0.0,106.0,104.0,2.0,TD,NBF,3000000.0,3000000.0,02135ZAS5,110.0,
ALTALK 4.09 06/30/45,106.0,101.0,3000000.0,1000000.0,-2.0,-7.0,-2.0,-2.0,-44.0,-44.0,0.0,0.0,0.0,0.0,106.0,105.0,1.0,TD,NBF,3000000.0,5000000.0,02135ZAQ9,112.0,
ALTALK 4.054 11/21/44,106.0,101.0,3000000.0,1000000.0,-2.0,-7.0,-2.0,-2.0,-42.0,-42.0,0.0,0.0,0.0,0.0,106.0,105.0,1.0,TD,NBF,3000000.0,3000000.0,02135ZAP1,113.0,
ALTALK 4.922 09/17/43,107.0,102.0,3000000.0,2000000.0,-2.0,-6.0,-2.0,-2.0,-42.0,-42.0,0.0,0.0,0.0,0.0,107.0,102.0,5.0,TD,TD,3000000.0,2000000.0,02135ZAK2,115.0,
ALTALK 4.446 07/11/53,107.0,102.0,5000000.0,2000000.0,-2.0,-6.0,-2.0,-2.0,-36.0,-36.0,0.0,0.0,0.0,0.0,107.0,102.0,5.0,TD,TD,5000000.0,2000000.0,02135ZAH9,106.0,AXE
ALTALK 4.462 11/08/41,106.0,101.0,3000000.0,1000000.0,-2.0,-7.0,-2.0,-2.0,-44.0,-44.0,0.0,0.0,0.0,0.0,106.0,105.0,1.0,TD,NBF,3000000.0,2000000.0,02135ZAE6,116.0,
ALTALK 4.872 11/15/40,106.0,101.0,3000000.0,1000000.0,-2.0,-7.0,-2.0,-2.0,-44.0,-44.0,0.0,0.0,0.0,0.0,106.0,104.0,2.0,TD,NBF,3000000.0,2000000.0,02135ZAD8,118.0,
ALTALK 5.381 03/26/40,106.0,101.0,3000000.0,1000000.0,-2.0,-7.0,-2.0,-2.0,-44.0,-44.0,0.0,0.0,0.0,0.0,106.0,107.0,-1.0,TD,BMO,3000000.0,2000000.0,02135ZAC0,120.0,
ACICN 4.26 12/05/28,90.0,80.0,3000000.0,3000000.0,-2.0,-3.0,-2.0,-2.0,-59.0,-59.0,0.0,0.0,0.0,0.0,85.0,80.0,5.0,RBC,TD,5000000.0,3000000.0,02091ZAA6,85.0,
ACICN 4.26 12/05/28,85.0,80.0,5000000.0,0.0,-2.0,-5.0,-2.0,-2.0,-69.0,-69.0,0.0,0.0,0.0,0.0,85.0,80.0,5.0,RBC,TD,5000000.0,3000000.0,02091ZAA6,79.99,
APUCN 4.312 04/07/27,136.0,131.0,3000000.0,2000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,132.0,124.0,8.0,RBC,SCM,3000000.0,3000000.0,019456AN2,136.0,
APUCN 4.808 02/24/29,187.0,177.0,3000000.0,3000000.0,-2.0,-8.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,187.0,177.0,10.0,RBC,SCM,10000000.0,3000000.0,019456AL6,182.9,
APUCN 5.534 09/26/28,177.0,167.0,3000000.0,3000000.0,-2.0,-8.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,177.0,167.0,10.0,SCM,SCM,3000000.0,3000000.0,019456AK8,177.2,
APUCN 3.095 02/06/32,214.0,204.0,3000000.0,3000000.0,-2.0,-6.0,-2.0,-2.0,,,1000000.0,0.0,1000000.0,0.0,214.0,204.0,10.0,SCM,SCM,3000000.0,3000000.0,019456AJ1,212.2,AXE
APUCN 3.131 05/15/28,157.0,147.0,3000000.0,3000000.0,-2.0,-8.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,157.0,147.0,10.0,SCM,SCM,3000000.0,3000000.0,019456AG7,154.8,
APUCN 3.117 02/21/30,197.0,187.0,3000000.0,3000000.0,-2.0,-8.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,197.0,187.0,10.0,SCM,SCM,3000000.0,3000000.0,019456AF9,192.9,
APUCN 3.113 04/08/27,134.0,129.0,3000000.0,1000000.0,-2.0,-4.0,-2.0,-2.0,-132.0,-132.0,0.0,0.0,0.0,0.0,129.0,119.0,10.0,SCM,SCM,3000000.0,5000000.0,019456AE2,134.0,
APUCN 3.394 08/15/29,192.0,182.0,3000000.0,3000000.0,-2.0,-8.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,190.0,182.0,8.0,TD,SCM,3000000.0,3000000.0,019456AD4,188.0,
APUCN 3.394 08/15/29,191.0,186.0,2000000.0,1000000.0,-2.0,-9.0,-2.0,-2.0,-135.0,-135.0,0.0,0.0,0.0,0.0,190.0,182.0,8.0,TD,SCM,3000000.0,3000000.0,019456AD4,187.0,
ATDBCN 4.603 01/25/29,92.0,82.0,5000000.0,3000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,86.0,81.0,5.0,RBC,RBC,5000000.0,5000000.0,01626PAT3,88.84,
ATDBCN 4.603 01/25/29,94.0,84.0,2000000.0,2000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,86.0,81.0,5.0,RBC,RBC,5000000.0,5000000.0,01626PAT3,91.0,
ATDBCN 5.592 09/25/30,107.0,97.0,5000000.0,3000000.0,-2.0,-3.0,-2.0,-2.0,-28.0,-28.0,0.0,0.0,0.0,0.0,103.0,97.0,6.0,RBC,NBF,5000000.0,3000000.0,01626PAS5,105.66,
ATDBCN 5.592 09/25/30,110.0,100.0,2000000.0,2000000.0,-2.0,-3.0,-2.0,-2.0,-27.0,-27.0,0.0,0.0,0.0,0.0,103.0,97.0,6.0,RBC,NBF,5000000.0,3000000.0,01626PAS5,109.0,
ALCTRA 4.309 10/30/34,83.0,78.0,3000000.0,2000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,82.0,78.0,4.0,RBC,TD,5000000.0,2000000.0,014443AQ8,85.0,
BMO 4.709 12/07/27,63.0,60.0,10000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,-56.0,-56.0,0.0,-5000000.0,0.0,-5000000.0,62.0,59.0,3.0,BMO,NBF,10000000.0,10000000.0,06368LEY8,59.64,
BMO 4.709 12/07/27,62.0,59.0,10000000.0,10000000.0,-2.0,-4.0,-2.0,-2.0,-55.0,-55.0,0.0,0.0,0.0,0.0,62.0,59.0,3.0,BMO,NBF,10000000.0,10000000.0,06368LEY8,60.7,
BMO 4.709 12/07/27,62.0,60.0,10000000.0,10000000.0,-2.0,-4.0,-2.0,-2.0,-55.0,-55.0,0.0,0.0,0.0,0.0,62.0,59.0,3.0,BMO,NBF,10000000.0,10000000.0,06368LEY8,60.6,
BMO 4.709 12/07/27,64.0,61.0,10000000.0,10000000.0,-2.0,-2.0,-2.0,-2.0,-55.0,-55.0,0.0,0.0,0.0,0.0,62.0,59.0,3.0,BMO,NBF,10000000.0,10000000.0,06368LEY8,63.0,
BCECN 4.05 03/17/51,160.0,150.0,3000000.0,5000000.0,-2.0,7.0,-2.0,-2.0,-43.0,-43.0,0.0,0.0,0.0,0.0,160.0,150.0,10.0,RBC,RBC,3000000.0,5000000.0,07813ZCH5,158.8,AXE
BCECN 4.05 03/17/51,162.0,156.0,2000000.0,2000000.0,-2.0,-3.0,-2.0,-2.0,-40.0,-40.0,0.0,0.0,0.0,0.0,160.0,150.0,10.0,RBC,RBC,3000000.0,5000000.0,07813ZCH5,160.91,
BCECN 3 03/17/31,99.0,94.0,5000000.0,5000000.0,-2.0,-6.0,-2.0,-2.0,-46.0,-46.0,0.0,0.0,0.0,0.0,98.0,94.0,4.0,TD,RBC,10000000.0,5000000.0,07813ZCG7,96.1,AXE
BCECN 3 03/17/31,99.0,95.0,5000000.0,5000000.0,-2.0,-6.0,-2.0,-2.0,-46.0,-46.0,0.0,0.0,0.0,0.0,98.0,94.0,4.0,TD,RBC,10000000.0,5000000.0,07813ZCG7,96.09,AXE
BCECN 1.65 08/16/27,38.0,28.0,2000000.0,0.0,-2.0,-3.0,-2.0,-2.0,-35.0,-35.0,0.0,0.0,0.0,0.0,30.0,,,NBF,,5000000.0,,07813ZCF9,38.7,
BCECN 1.65 08/16/27,30.0,14.0,5000000.0,0.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,30.0,,,NBF,,5000000.0,,07813ZCF9,26.89,
BCECN 2 1/2 05/14/30,74.0,64.0,5000000.0,0.0,-2.0,-11.0,-2.0,-2.0,-60.0,-60.0,0.0,0.0,0.0,0.0,74.0,78.0,-4.0,RBC,BMO,5000000.0,5000000.0,07813ZCE2,74.6,AXE
BCECN 2 1/2 05/14/30,80.0,70.0,5000000.0,0.0,-2.0,-7.0,-2.0,-2.0,-56.0,-56.0,0.0,0.0,0.0,0.0,74.0,78.0,-4.0,RBC,BMO,5000000.0,5000000.0,07813ZCE2,80.63,
BCECN 3 1/2 09/30/50,164.0,159.0,3000000.0,0.0,-2.0,-5.0,-2.0,-2.0,-39.0,-39.0,0.0,0.0,0.0,0.0,162.0,157.0,5.0,NBF,NBF,3000000.0,4500000.0,07813ZCD4,163.3,
BCECN 3 1/2 09/30/50,162.0,157.0,3000000.0,4500000.0,-2.0,-5.0,-2.0,-2.0,-42.0,-42.0,0.0,0.0,0.0,0.0,162.0,157.0,5.0,NBF,NBF,3000000.0,4500000.0,07813ZCD4,161.4,AXE
BCECN 2.9 09/10/29,78.0,68.0,5000000.0,0.0,-2.0,-7.0,-2.0,-2.0,-50.0,-50.0,0.0,0.0,0.0,0.0,78.0,71.0,7.0,RBC,SCM,5000000.0,3000000.0,07813ZCC6,77.8,
BCECN 2.2 05/29/28,51.0,46.0,3000000.0,0.0,-2.0,-4.0,-2.0,-2.0,-51.0,-51.0,0.0,0.0,0.0,0.0,51.0,,,CIBC,,3000000.0,,07813ZCJ1,49.0,
BCECN 2.9 09/10/29,84.0,74.0,5000000.0,0.0,-2.0,-5.0,-2.0,-2.0,-46.0,-46.0,0.0,0.0,0.0,0.0,78.0,71.0,7.0,RBC,SCM,5000000.0,3000000.0,07813ZCC6,79.27,
BCECN 3.8 08/21/28,74.0,69.0,5000000.0,5000000.0,-2.0,-3.0,-2.0,-2.0,-38.0,-38.0,0.0,0.0,0.0,0.0,71.0,69.0,2.0,NBF,RBC,5000000.0,5000000.0,07813ZCA0,77.0,
BCECN 3.8 08/21/28,71.0,66.0,5000000.0,0.0,-2.0,-6.0,-2.0,-2.0,-44.0,-44.0,0.0,0.0,0.0,0.0,71.0,69.0,2.0,NBF,RBC,5000000.0,5000000.0,07813ZCA0,73.95,
BCECN 3.6 09/29/27,65.0,61.0,10000000.0,10000000.0,-2.0,-3.0,-2.0,-2.0,-33.0,-33.0,0.0,0.0,0.0,0.0,63.0,58.0,5.0,NBF,NBF,5000000.0,5000000.0,07813ZBY9,67.0,AXE
BCECN 3.6 09/29/27,63.0,58.0,5000000.0,5000000.0,-2.0,-5.0,-2.0,-2.0,-44.0,-44.0,0.0,0.0,0.0,0.0,63.0,58.0,5.0,NBF,NBF,5000000.0,5000000.0,07813ZBY9,64.93,
BCECN 4.45 02/27/47,159.0,154.0,3000000.0,3000000.0,-2.0,-6.0,-2.0,-2.0,-46.0,-46.0,0.0,0.0,0.0,0.0,158.0,153.0,5.0,TD,TD,5000000.0,5000000.0,07813ZBX1,162.9,
BCECN 4.45 02/27/47,161.0,156.0,5000000.0,3000000.0,-2.0,-5.0,-2.0,-2.0,-47.0,-47.0,0.0,0.0,0.0,0.0,158.0,153.0,5.0,TD,TD,5000000.0,5000000.0,07813ZBX1,164.93,AXE
BCECN 2.9 08/12/26,52.0,47.0,5000000.0,3000000.0,-2.0,-3.0,-2.0,-2.0,-30.0,-30.0,0.0,0.0,0.0,0.0,51.0,47.0,4.0,SCM,TD,5000000.0,5000000.0,07813ZBV5,48.0,
BCECN 3.55 03/02/26,51.0,46.0,5000000.0,5000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,51.0,46.0,5.0,SCM,SCM,10000000.0,10171000.0,07813ZBT0,60.0,
BCECN 4.35 12/18/45,159.0,154.0,3000000.0,3000000.0,-2.0,-6.0,-2.0,-2.0,-47.0,-47.0,0.0,0.0,0.0,0.0,158.0,153.0,5.0,TD,TD,3000000.0,3000000.0,07813ZBR4,164.7,
BCECN 4.35 12/18/45,160.0,155.0,5000000.0,5000000.0,-2.0,-5.0,-2.0,-2.0,-49.0,-49.0,0.0,0.0,0.0,0.0,158.0,153.0,5.0,TD,TD,3000000.0,3000000.0,07813ZBR4,165.66,
BCECN 4 3/4 09/29/44,160.0,155.0,5000000.0,5000000.0,-2.0,-7.0,-2.0,-2.0,-47.0,-47.0,0.0,0.0,0.0,0.0,158.0,153.0,5.0,TD,TD,5000000.0,5000000.0,07813ZBH6,167.0,
BCECN 2.9 09/10/29,83.0,80.0,5000000.0,3000000.0,-2.0,-4.0,-2.0,-2.0,-46.0,-46.0,0.0,0.0,0.0,0.0,78.0,71.0,7.0,RBC,SCM,5000000.0,3000000.0,07813ZCC6,79.0,
BCECN 2.2 05/29/28,55.0,40.0,5000000.0,0.0,-2.0,-3.0,-2.0,-2.0,-56.0,-56.0,0.0,0.0,0.0,0.0,51.0,,,CIBC,,3000000.0,,07813ZCJ1,52.85,
BCECN 2.2 05/29/28,54.0,44.0,5000000.0,0.0,-2.0,-3.0,-2.0,-2.0,-46.0,-46.0,0.0,0.0,0.0,0.0,51.0,,,CIBC,,3000000.0,,07813ZCJ1,51.4,
BCECN 5.85 11/10/32,117.0,113.0,10000000.0,10000000.0,-2.0,-6.0,-2.0,-2.0,-38.0,-38.0,0.0,0.0,0.0,0.0,116.0,112.0,4.0,NBF,NBF,10000000.0,10000000.0,07813ZCK8,115.5,AXE
BRUPOW 4.01 06/21/29,73.0,68.0,5000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,-63.0,-63.0,0.0,0.0,0.0,0.0,73.0,68.0,5.0,SCM,SCM,5000000.0,5000000.0,116705AE4,72.0,
BAMREP 5.373 09/10/55,242.0,232.0,2000000.0,1000000.0,-2.0,-1.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,235.0,229.0,6.0,BMO,NBF,2000000.0,2000000.0,112910AC8,241.94,
BAMREP 5.45 03/12/55,268.0,255.0,2000000.0,2000000.0,-2.0,-2.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,268.0,255.0,13.0,RBC,RBC,2000000.0,2000000.0,112910AB0,270.1,
BAMREP 5.318 01/10/54,160.0,155.0,5000000.0,5000000.0,-2.0,-11.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,160.0,154.0,6.0,RBC,NBF,5000000.0,2000000.0,11282ZAT5,159.0,
BAMREP 3.33 08/13/50,160.0,155.0,5000000.0,0.0,-2.0,-11.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,160.0,,,NBF,,5000000.0,,11282ZAQ1,160.0,
BAMREP 4.29 11/05/49,160.0,155.0,5000000.0,0.0,-2.0,-11.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,160.0,154.0,6.0,BMO,NBF,5000000.0,2000000.0,11282ZAP3,160.0,
BIP 5.598 09/01/55,263.0,253.0,2000000.0,2000000.0,-2.0,0.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,260.0,253.0,7.0,NBF,RBC,2000000.0,2000000.0,11276BAB5,263.22,
BNCN 3.8 03/16/27,62.0,57.0,5000000.0,0.0,-2.0,,-2.0,-2.0,-41.0,-41.0,0.0,0.0,0.0,0.0,58.0,43.0,15.0,NBF,NBF,3000000.0,2000000.0,11257ZAF6,61.0,
BNCN 4.82 01/28/26,35.0,31.0,10000000.0,2000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,35.0,31.0,4.0,CIBC,SCM,10000000.0,7250000.0,11257ZAE9,34.0,
BCFERR 2.794 10/15/49,110.0,105.0,5000000.0,0.0,-2.0,-6.0,-2.0,-2.0,-26.0,-26.0,0.0,0.0,0.0,0.0,110.0,103.0,7.0,NBF,RBC,5000000.0,3000000.0,110574AK6,110.55,
BCFERR 4.289 04/28/44,110.0,105.0,5000000.0,0.0,-2.0,-6.0,-2.0,-2.0,-31.0,-31.0,0.0,0.0,0.0,0.0,110.0,103.0,7.0,NBF,RBC,5000000.0,5000000.0,110574AJ9,117.72,AXE
BCECN 5.15 08/24/34,127.0,123.0,10000000.0,10000000.0,-2.0,-6.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,126.0,122.0,4.0,NBF,NBF,10000000.0,5000000.0,07813ZCR3,127.2,AXE
BCECN 5.15 08/24/34,126.0,122.0,10000000.0,5000000.0,-2.0,-5.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,126.0,122.0,4.0,NBF,NBF,10000000.0,5000000.0,07813ZCR3,126.19,AXE
BCECN 5 1/4 03/15/29,89.0,85.0,10000000.0,10000000.0,-2.0,-2.0,-2.0,-2.0,-27.0,-27.0,0.0,0.0,0.0,0.0,86.0,81.0,5.0,CIBC,CIBC,5000000.0,5000000.0,07813ZCQ5,84.3,AXE
BCECN 5 1/4 03/15/29,88.0,84.0,5000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,-30.0,-30.0,0.0,0.0,0.0,0.0,86.0,81.0,5.0,CIBC,CIBC,5000000.0,5000000.0,07813ZCQ5,83.38,
