Security,Bid Spread,Ask Spread,Bid Size,Ask Size,DoD,WoW,MTD,QTD,YTD,1YR,DoD Chg Bid Size,DoD Chg Ask Size,MTD Chg Bid Size,MTD Chg Ask Size,Best Bid,Best Offer,Bid/Offer,Dealer @ Best Bid,Dealer @ Best Offer,Size @ Best Bid,Size @ Best Offer,CUSIP,G Spread,Keyword
BCECN 5 1/4 03/15/29,86.0,81.0,5000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,-31.0,-31.0,0.0,0.0,0.0,0.0,86.0,81.0,5.0,CIBC,CIBC,5000000.0,5000000.0,07813ZCQ5,82.0,
BCECN 5.6 08/11/53,160.0,155.0,5000000.0,5000000.0,-2.0,-7.0,-2.0,-2.0,-43.0,-43.0,0.0,0.0,0.0,0.0,158.0,154.0,4.0,TD,TD,5000000.0,5000000.0,07813ZCP7,158.8,AXE
BCECN 5.6 08/11/53,160.0,155.0,5000000.0,5000000.0,-2.0,-7.0,-2.0,-2.0,-42.0,-42.0,0.0,0.0,0.0,0.0,158.0,154.0,4.0,TD,TD,5000000.0,5000000.0,07813ZCP7,158.89,AXE
BCECN 5.15 11/14/28,80.0,76.0,10000000.0,10000000.0,-2.0,-3.0,-2.0,-2.0,-35.0,-35.0,0.0,0.0,0.0,0.0,78.0,73.0,5.0,NBF,NBF,5000000.0,5000000.0,07813ZCN2,80.5,AXE
BCECN 5.15 11/14/28,78.0,73.0,5000000.0,5000000.0,-2.0,-5.0,-2.0,-2.0,-37.0,-37.0,0.0,0.0,0.0,0.0,78.0,73.0,5.0,NBF,NBF,5000000.0,5000000.0,07813ZCN2,78.52,
BCECN 5.15 11/14/28,79.0,74.0,5000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,-34.0,-34.0,0.0,0.0,0.0,0.0,78.0,73.0,5.0,NBF,NBF,5000000.0,5000000.0,07813ZCN2,79.0,
BCECN 5.15 02/09/53,160.0,155.0,5000000.0,2000000.0,-2.0,-7.0,-2.0,-2.0,-43.0,-43.0,0.0,0.0,0.0,0.0,158.0,155.0,3.0,TD,NBF,5000000.0,5000000.0,07813ZCM4,158.8,AXE
BCECN 5.15 02/09/53,160.0,155.0,5000000.0,5000000.0,-2.0,-7.0,-2.0,-2.0,-42.0,-42.0,0.0,0.0,0.0,0.0,158.0,155.0,3.0,TD,NBF,5000000.0,5000000.0,07813ZCM4,158.88,
BCECN 4.55 02/09/30,90.0,86.0,10000000.0,10000000.0,-2.0,-5.0,-2.0,-2.0,-47.0,-47.0,0.0,0.0,0.0,0.0,90.0,86.0,4.0,RBC,RBC,10000000.0,10000000.0,07813ZCL6,92.0,AXE
BCECN 4.55 02/09/30,94.0,90.0,10000000.0,5000000.0,-2.0,-3.0,-2.0,-2.0,-43.0,-43.0,0.0,0.0,0.0,0.0,90.0,86.0,4.0,RBC,RBC,10000000.0,10000000.0,07813ZCL6,91.62,AXE
BCECN 4 3/4 09/29/44,160.0,155.0,5000000.0,5000000.0,-2.0,-5.0,-2.0,-2.0,-50.0,-50.0,0.0,0.0,0.0,0.0,158.0,153.0,5.0,TD,TD,5000000.0,5000000.0,07813ZBH6,167.04,
DOLCN 1.505 09/20/27,36.0,31.0,3000000.0,0.0,-2.0,-3.0,-2.0,-2.0,-53.0,-53.0,0.0,0.0,0.0,0.0,34.0,31.0,3.0,NBF,BMO,5000000.0,3000000.0,25675TAK3,35.0,
BCIMCR 3 03/31/27,45.0,40.0,5000000.0,0.0,-2.0,-3.0,-2.0,-2.0,-59.0,-59.0,0.0,0.0,0.0,0.0,42.0,37.0,5.0,TD,TD,5000000.0,5000000.0,07329VAR1,45.0,
BNS 3.734 06/27/31,87.0,85.0,25000000.0,10000000.0,-2.0,-4.0,-2.0,-2.0,,,10000000.0,0.0,10000000.0,0.0,85.0,82.0,3.0,NBF,NBF,10000000.0,10000000.0,06418YXB9,86.37,
BNS 1.85 11/02/26,38.0,28.0,10000000.0,10000000.0,-2.0,0.0,-2.0,-2.0,-58.0,-58.0,0.0,0.0,0.0,0.0,31.0,28.0,3.0,CIBC,NBF,5000000.0,10000000.0,06415FFT4,38.3,
BNS 1.85 11/02/26,31.0,27.0,5000000.0,1000000.0,-2.0,-4.0,-2.0,-2.0,-65.0,-65.0,0.0,0.0,0.0,0.0,31.0,28.0,3.0,CIBC,NBF,5000000.0,10000000.0,06415FFT4,31.17,
BNS 1.4 11/01/27,22.0,14.0,5000000.0,1000000.0,-2.0,-9.0,-2.0,-2.0,-61.0,-61.0,0.0,0.0,0.0,0.0,22.0,18.0,4.0,TD,BMO,5000000.0,5000000.0,06415E4E2,21.0,
BNS 1.4 11/01/27,30.0,20.0,0.0,0.0,-2.0,-3.0,-2.0,-2.0,-63.0,-63.0,0.0,0.0,0.0,0.0,22.0,18.0,4.0,TD,BMO,5000000.0,5000000.0,06415E4E2,28.82,
BNS 1.4 11/01/27,25.0,19.0,5600000.0,0.0,-2.0,-4.0,-2.0,-2.0,-65.0,-65.0,0.0,0.0,0.0,0.0,22.0,18.0,4.0,TD,BMO,5000000.0,5000000.0,06415E4E2,21.94,
BNS 3.1 02/02/28,43.0,38.0,5000000.0,0.0,-2.0,-1.0,-2.0,-2.0,-57.0,-57.0,0.0,0.0,0.0,0.0,43.0,40.0,3.0,NBF,BMO,5000000.0,5000000.0,064151S95,43.88,
BNS 2.62 12/02/26,26.0,21.0,5000000.0,5000000.0,-2.0,0.0,-2.0,-2.0,-39.0,-39.0,0.0,0.0,0.0,0.0,22.0,17.0,5.0,RBC,RBC,5000000.0,10000000.0,064151QE6,24.17,
BMO 4.077 03/05/35,125.0,122.0,5000000.0,5000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,123.0,119.0,4.0,RBC,TD,10000000.0,10000000.0,06369ZCL6,124.86,
BMO 4.077 03/05/35,123.0,120.0,10000000.0,10000000.0,-2.0,-6.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,123.0,119.0,4.0,RBC,TD,10000000.0,10000000.0,06369ZCL6,123.0,
BMO 4.976 07/03/34,118.0,113.0,5000000.0,5000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,117.0,113.0,4.0,RBC,TD,10000000.0,10000000.0,06369ZCK8,115.56,
BMO 4.976 07/03/34,117.0,113.0,10000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,117.0,113.0,4.0,RBC,TD,10000000.0,10000000.0,06369ZCK8,114.0,
BNS 1.85 11/02/26,36.0,28.0,10000000.0,10000000.0,-2.0,-4.0,-2.0,-2.0,-60.0,-60.0,0.0,0.0,0.0,0.0,31.0,28.0,3.0,CIBC,NBF,5000000.0,10000000.0,06415FFT4,36.2,
BMO 6.034 09/07/33,103.0,98.0,5000000.0,2000000.0,-2.0,-4.0,-2.0,-2.0,-77.0,-77.0,0.0,0.0,0.0,0.0,101.0,97.0,4.0,TD,TD,5000000.0,5000000.0,06369ZCJ1,102.85,
BMO 6.534 10/27/32,91.0,84.0,10000000.0,2000000.0,-2.0,-4.0,-2.0,-2.0,-76.0,-76.0,0.0,0.0,0.0,0.0,87.0,82.0,5.0,NBF,NBF,10000000.0,10000000.0,06369ZCH5,89.87,AXE
BMO 6.534 10/27/32,88.0,84.0,10000000.0,2000000.0,-2.0,-3.0,-2.0,-2.0,-80.0,-80.0,0.0,0.0,0.0,0.0,87.0,82.0,5.0,NBF,NBF,10000000.0,10000000.0,06369ZCH5,87.0,
BMO 6.534 10/27/32,90.0,85.0,5000000.0,3000000.0,-2.0,-3.0,-2.0,-2.0,-79.0,-79.0,0.0,0.0,0.0,0.0,87.0,82.0,5.0,NBF,NBF,10000000.0,10000000.0,06369ZCH5,88.85,
BMO 1.928 07/22/31,38.0,33.0,20000000.0,0.0,-2.0,-4.0,-2.0,-2.0,-110.0,-110.0,0.0,0.0,0.0,0.0,38.0,34.0,4.0,CIBC,RBC,20000000.0,10000000.0,06369ZCG7,38.59,
BMO 3.731 06/03/31,84.0,82.0,15000000.0,15000000.0,-2.0,-5.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,84.0,81.0,3.0,BMO,CIBC,25000000.0,5000000.0,06368MRF3,84.0,AXE
BMO 3.731 06/03/31,85.0,83.0,10000000.0,10000000.0,-2.0,-5.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,84.0,81.0,3.0,BMO,CIBC,25000000.0,5000000.0,06368MRF3,84.9,
BMO Float 04/27/26,25.0,20.0,10000000.0,0.0,-2.0,-2.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,25.0,,,CIBC,,10000000.0,,06368MPB4,,
BMO Float 01/22/26,22.0,17.0,10000000.0,0.0,-2.0,-2.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,22.0,,,CIBC,,10000000.0,,06368MJA3,,
BMO 5.039 05/29/28,66.0,64.0,10000000.0,10000000.0,-2.0,-4.0,-2.0,-2.0,-57.0,-57.0,0.0,0.0,0.0,0.0,65.0,62.0,3.0,TD,TD,15000000.0,15000000.0,06368LNK8,64.2,
BMO 5.039 05/29/28,66.0,63.0,10000000.0,15000000.0,-2.0,-3.0,-2.0,-2.0,-57.0,-57.0,0.0,0.0,0.0,0.0,65.0,62.0,3.0,TD,TD,15000000.0,15000000.0,06368LNK8,64.15,
BMO 5.039 05/29/28,66.0,64.0,20000000.0,5000000.0,-2.0,,-2.0,-2.0,-57.0,-57.0,5000000.0,-5000000.0,5000000.0,-5000000.0,65.0,62.0,3.0,TD,TD,15000000.0,15000000.0,06368LNK8,64.25,
BMO 6.034 09/07/33,103.0,99.0,10000000.0,5000000.0,-2.0,-3.0,-2.0,-2.0,-82.0,-82.0,0.0,0.0,0.0,0.0,101.0,97.0,4.0,TD,TD,5000000.0,5000000.0,06369ZCJ1,103.0,
BNS 1.85 11/02/26,33.0,29.0,10000000.0,10000000.0,-2.0,-3.0,-2.0,-2.0,-62.0,-62.0,0.0,0.0,0.0,0.0,31.0,28.0,3.0,CIBC,NBF,5000000.0,10000000.0,06415FFT4,33.0,
BNS 3.7 07/27/2081,1215.0,1159.0,0.0,3000000.0,-2.0,48.09999999999991,-2.0,-2.0,-65.0,-65.0,0.0,0.0,0.0,0.0,1200.0,1156.0,44.0,BMO,RBC,2000000.0,3000000.0,06415FRB0,1213.31,AXE
BNS 2.95 03/08/27,51.0,48.0,15000000.0,5000000.0,-2.0,-5.0,-2.0,-2.0,-61.0,-61.0,0.0,0.0,0.0,0.0,51.0,48.0,3.0,BMO,BMO,15000000.0,5000000.0,06415GDE7,51.0,
BNS 4.442 11/15/35,105.0,102.0,10000000.0,10000000.0,-2.0,-5.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,105.0,101.0,4.0,TD,SCM,10000000.0,5000000.0,06418MZ49,102.0,AXE
BNS 4.442 11/15/35,106.0,101.0,5000000.0,5000000.0,-2.0,-7.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,105.0,101.0,4.0,TD,SCM,10000000.0,5000000.0,06418MZ49,102.9,
BNS 4.442 11/15/35,105.0,102.0,5000000.0,5000000.0,-2.0,-5.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,105.0,101.0,4.0,TD,SCM,10000000.0,5000000.0,06418MZ49,101.9,
BNS 4.442 11/15/35,106.0,102.0,5000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,105.0,101.0,4.0,TD,SCM,10000000.0,5000000.0,06418MZ49,102.61,
BNS 3.807 11/15/28,66.0,63.0,15000000.0,10000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,65.0,62.0,3.0,CIBC,CIBC,10000000.0,5000000.0,06418MX74,64.0,AXE
BNS 3.807 11/15/28,66.0,62.0,10000000.0,0.0,-2.0,-5.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,65.0,62.0,3.0,CIBC,CIBC,10000000.0,5000000.0,06418MX74,64.4,AXE
BNS 3.807 11/15/28,68.0,65.0,25000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,65.0,62.0,3.0,CIBC,CIBC,10000000.0,5000000.0,06418MX74,66.5,
BNS 3.807 11/15/28,65.0,62.0,10000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,65.0,62.0,3.0,CIBC,CIBC,10000000.0,5000000.0,06418MX74,61.24,
BNS 3.807 11/15/28,67.0,64.0,15000000.0,5000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,65.0,62.0,3.0,CIBC,CIBC,10000000.0,5000000.0,06418MX74,65.49,
BNS 4.95 08/01/34,118.0,115.0,5000000.0,10000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,118.0,114.0,4.0,TD,NBF,10000000.0,10000000.0,06418MQT4,114.73,AXE
BNS 4.95 08/01/34,120.0,116.0,5000000.0,5000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,118.0,114.0,4.0,TD,NBF,10000000.0,10000000.0,06418MQT4,117.0,
BNS 3.836 09/26/30,78.0,75.0,10000000.0,10000000.0,-2.0,-5.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,76.0,73.0,3.0,RBC,RBC,10000000.0,2000000.0,06418MM43,77.4,
BNS 4.68 02/01/29,73.0,70.0,15000000.0,10000000.0,-2.0,-5.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,72.0,69.0,3.0,BMO,CIBC,20000000.0,5000000.0,064164QM1,69.0,
BNS 4.68 02/01/29,73.0,70.0,10000000.0,10000000.0,-2.0,-5.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,72.0,69.0,3.0,BMO,CIBC,20000000.0,5000000.0,064164QM1,68.7,
BNS 4.68 02/01/29,74.0,71.0,10000000.0,10000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,72.0,69.0,3.0,BMO,CIBC,20000000.0,5000000.0,064164QM1,69.95,
BNS 4.68 02/01/29,72.0,70.0,20000000.0,5000000.0,-2.0,-6.0,-2.0,-2.0,,,5000000.0,0.0,5000000.0,0.0,72.0,69.0,3.0,BMO,CIBC,20000000.0,5000000.0,064164QM1,67.79,
BNS 7.023 07/27/2082,246.0,220.0,3000000.0,3000000.0,-2.0,-7.0,-2.0,-2.0,-179.0,-179.0,0.0,0.0,0.0,0.0,237.0,195.0,42.0,NBF,NBF,2000000.0,2000000.0,06415GMJ6,244.63,
BNS 5.679 08/02/33,103.0,98.0,5000000.0,5000000.0,-2.0,-2.0,-2.0,-2.0,-78.0,-78.0,0.0,0.0,0.0,0.0,103.0,98.0,5.0,SCM,SCM,5000000.0,5000000.0,06415GM98,103.89,
BNS 5.679 08/02/33,107.0,103.0,5000000.0,5000000.0,-2.0,-3.0,-2.0,-2.0,-75.0,-75.0,0.0,0.0,0.0,0.0,103.0,98.0,5.0,SCM,SCM,5000000.0,5000000.0,06415GM98,102.0,
BNS 3.934 05/03/32,82.0,75.0,10000000.0,2000000.0,-2.0,-4.0,-2.0,-2.0,-81.0,-81.0,0.0,0.0,0.0,0.0,78.0,73.0,5.0,TD,TD,5000000.0,5000000.0,06415GDJ6,82.05,AXE
BNS 3.934 05/03/32,80.0,76.0,25000000.0,5000000.0,-2.0,-6.0,-2.0,-2.0,-88.0,-88.0,0.0,0.0,0.0,0.0,78.0,73.0,5.0,TD,TD,5000000.0,5000000.0,06415GDJ6,80.0,
BNS 3.934 05/03/32,83.0,78.0,5000000.0,3000000.0,-2.0,-3.0,-2.0,-2.0,-87.0,-87.0,0.0,0.0,0.0,0.0,78.0,73.0,5.0,TD,TD,5000000.0,5000000.0,06415GDJ6,82.97,
BNS 2.95 03/08/27,52.0,50.0,10000000.0,10000000.0,-2.0,-4.0,-2.0,-2.0,-58.0,-58.0,0.0,0.0,0.0,0.0,51.0,48.0,3.0,BMO,BMO,15000000.0,5000000.0,06415GDE7,52.0,
BNS 2.95 03/08/27,53.0,50.0,10000000.0,10000000.0,-2.0,-4.0,-2.0,-2.0,-58.0,-58.0,0.0,0.0,0.0,0.0,51.0,48.0,3.0,BMO,BMO,15000000.0,5000000.0,06415GDE7,53.48,AXE
BNS 2.95 03/08/27,53.0,50.0,5000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,-59.0,-59.0,0.0,-10000000.0,0.0,-10000000.0,51.0,48.0,3.0,BMO,BMO,15000000.0,5000000.0,06415GDE7,53.01,
BNS 3.734 06/27/31,86.0,83.0,10000000.0,10000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,85.0,82.0,3.0,NBF,NBF,10000000.0,10000000.0,06418YXB9,85.0,
DOLCN 1.505 09/20/27,34.0,24.0,5000000.0,0.0,-2.0,-8.0,-2.0,-2.0,-69.0,-69.0,0.0,0.0,0.0,0.0,34.0,31.0,3.0,NBF,BMO,5000000.0,3000000.0,25675TAK3,33.6,
CANCOR 4.482 10/16/29,137.0,127.0,3000000.0,0.0,-2.0,-5.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,132.0,,,TD,,2000000.0,,13551XAB9,137.0,
ENBCN 8.747 01/15/2084,283.0,273.0,2000000.0,2000000.0,-2.0,-1.0,-2.0,-2.0,-170.0,-170.0,0.0,0.0,0.0,0.0,279.0,264.0,15.0,BMO,NBF,5000000.0,2000000.0,29250NBV6,281.03,
ENBCN 5 3/8 09/27/2077,218.0,208.0,2000000.0,5000000.0,-2.0,-12.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,218.0,208.0,10.0,RBC,BMO,5000000.0,5000000.0,29250NAT2,217.0,
ENBCN 5 3/8 09/27/2077,218.0,208.0,5000000.0,2000000.0,-2.0,-5.0,-2.0,-2.0,-168.0,-168.0,0.0,0.0,0.0,0.0,218.0,208.0,10.0,RBC,BMO,5000000.0,5000000.0,29250NAT2,217.74,
ENBCN 6 5/8 04/12/2078,213.0,203.0,5000000.0,1000000.0,-2.0,-7.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,213.0,203.0,10.0,BMO,RBC,5000000.0,2000000.0,29250NAX3,208.0,
DIRUCN 2.057 06/17/27,85.0,80.0,2000000.0,0.0,-2.0,-5.0,-2.0,-2.0,-70.0,-70.0,0.0,0.0,0.0,0.0,77.0,72.0,5.0,TD,TD,3000000.0,5000000.0,26153WAF6,84.0,
ENBCN 6 5/8 04/12/2078,213.0,203.0,5000000.0,2000000.0,-2.0,-2.0,-2.0,-2.0,-162.0,-162.0,0.0,0.0,0.0,0.0,213.0,203.0,10.0,BMO,RBC,5000000.0,2000000.0,29250NAX3,211.85,
ENBCN 5 01/19/2082,243.0,233.0,5000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,239.0,231.0,8.0,NBF,TD,2000000.0,2000000.0,29250NBJ3,244.0,
ENBCN 5 01/19/2082,243.0,233.0,2000000.0,2000000.0,-2.0,-2.0,-2.0,-2.0,-200.0,-200.0,0.0,0.0,0.0,0.0,239.0,231.0,8.0,NBF,TD,2000000.0,2000000.0,29250NBJ3,244.44,
ENBCN 8.495 01/15/2084,223.0,213.0,5000000.0,2000000.0,-2.0,-14.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,223.0,212.0,11.0,BMO,TD,5000000.0,2000000.0,29250NBU8,222.0,
ENBCN 8.495 01/15/2084,236.0,226.0,3000000.0,1000000.0,-2.0,1.0,-2.0,-2.0,-164.0,-164.0,0.0,0.0,0.0,0.0,223.0,212.0,11.0,BMO,TD,5000000.0,2000000.0,29250NBU8,235.03,
ENBCN 8.747 01/15/2084,279.0,269.0,5000000.0,5000000.0,-2.0,,-2.0,-2.0,,,0.0,0.0,0.0,0.0,279.0,264.0,15.0,BMO,NBF,5000000.0,2000000.0,29250NBV6,277.0,
ENBPIP 3 08/10/26,54.0,50.0,5000000.0,10000000.0,-2.0,-2.0,-2.0,-2.0,-30.0,-30.0,0.0,0.0,0.0,0.0,52.0,47.0,5.0,NBF,SCM,10000000.0,5000000.0,29250ZAV0,53.0,
DOLCN 3.85 12/16/30,79.0,74.0,5000000.0,5000000.0,-2.0,,-2.0,-2.0,,,0.0,0.0,0.0,0.0,79.0,74.0,5.0,NBF,RBC,5000000.0,5000000.0,25675TAR8,79.56,AXE
DOLCN 3.85 12/16/30,79.0,76.0,5000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,79.0,74.0,5.0,NBF,RBC,5000000.0,5000000.0,25675TAR8,79.56,
DOLCN 3.85 12/16/30,81.0,77.0,3000000.0,3000000.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,79.0,74.0,5.0,NBF,RBC,5000000.0,5000000.0,25675TAR8,82.0,
ENBPIP 3.52 02/22/29,87.0,82.0,5000000.0,5000000.0,-2.0,-2.0,-2.0,-2.0,-44.0,-44.0,0.0,0.0,0.0,0.0,75.0,70.0,5.0,RBC,RBC,5000000.0,2000000.0,29250ZAX6,78.0,
ENBPIP 4.33 02/22/49,162.0,158.0,5000000.0,2000000.0,-2.0,-4.0,-2.0,-2.0,-56.0,-56.0,0.0,0.0,0.0,0.0,159.0,154.0,5.0,RBC,NBF,5000000.0,5000000.0,29250ZAY4,163.0,
DOLCN 5.533 09/26/28,60.0,56.0,5000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,-54.0,-54.0,0.0,0.0,0.0,0.0,60.0,56.0,4.0,NBF,NBF,5000000.0,5000000.0,25675TAQ0,60.16,AXE
DOLCN 5.533 09/26/28,65.0,60.0,5000000.0,3000000.0,-2.0,-3.0,-2.0,-2.0,-46.0,-46.0,0.0,0.0,0.0,0.0,60.0,56.0,4.0,NBF,NBF,5000000.0,5000000.0,25675TAQ0,65.0,
DOLCN 5.165 04/26/30,71.0,69.0,5000000.0,10000000.0,-2.0,-4.0,-2.0,-2.0,-65.0,-65.0,0.0,0.0,0.0,0.0,71.0,68.0,3.0,NBF,SCM,5000000.0,3000000.0,25675TAP2,74.28,AXE
DOLCN 5.165 04/26/30,77.0,73.0,3000000.0,1000000.0,-2.0,-3.0,-2.0,-2.0,-57.0,-57.0,0.0,0.0,0.0,0.0,71.0,68.0,3.0,NBF,SCM,5000000.0,3000000.0,25675TAP2,81.0,
ENBCN 3.2 06/08/27,64.0,60.0,5000000.0,5000000.0,-2.0,-2.0,-2.0,-2.0,-49.0,-49.0,0.0,0.0,0.0,0.0,63.0,60.0,3.0,BMO,NBF,5000000.0,12000000.0,29251ZBK2,65.0,
ENBCN 4.87 11/21/44,163.0,159.0,2000000.0,2000000.0,-2.0,-9.0,-2.0,-2.0,-67.0,-67.0,0.0,0.0,0.0,0.0,161.0,156.0,5.0,RBC,RBC,5000000.0,2000000.0,29251ZBR7,170.0,
ENBCN 3.1 09/21/33,113.0,108.0,5000000.0,5000000.0,-2.0,-2.0,-2.0,-2.0,-63.0,-63.0,0.0,0.0,0.0,0.0,113.0,108.0,5.0,NBF,NBF,5000000.0,5000000.0,29251ZBU0,111.11,
ELFCN 5.503 01/13/33,108.0,101.0,3000000.0,3000000.0,-2.0,-6.0,-2.0,-2.0,-94.0,-94.0,0.0,0.0,0.0,0.0,106.0,99.0,7.0,CIBC,CIBC,5000000.0,5000000.0,291839AH1,105.0,
ENBCN 3.1 09/21/33,114.0,110.0,5000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,-61.0,-61.0,0.0,0.0,0.0,0.0,113.0,108.0,5.0,NBF,NBF,5000000.0,5000000.0,29251ZBU0,112.0,
DIRUCN 2.057 06/17/27,77.0,72.0,3000000.0,5000000.0,-2.0,-4.0,-2.0,-2.0,-83.0,-83.0,0.0,0.0,0.0,0.0,77.0,72.0,5.0,TD,TD,3000000.0,5000000.0,26153WAF6,76.0,
ELFCN 5.503 01/13/33,106.0,99.0,5000000.0,5000000.0,-2.0,-3.0,-2.0,-2.0,-100.0,-100.0,0.0,0.0,0.0,0.0,106.0,99.0,7.0,CIBC,CIBC,5000000.0,5000000.0,291839AH1,103.38,
DRSILL 4.507 02/12/31,138.0,133.0,3000000.0,5000000.0,-2.0,-1.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,137.0,132.0,5.0,SCM,SCM,3000000.0,4000000.0,26154EAF5,138.0,AXE
EDF 4.573 02/06/35,150.0,143.0,3000000.0,2000000.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,150.0,143.0,7.0,TD,TD,3000000.0,2000000.0,268317BG8,149.0,
ELFCN 4 06/22/50,147.0,137.0,2000000.0,0.0,-2.0,-14.0,-2.0,-2.0,-63.0,-63.0,0.0,0.0,0.0,0.0,136.0,,,BMO,,5000000.0,,26857QAA9,146.54,
ELFCN 4 06/22/50,142.0,132.0,0.0,0.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,136.0,,,BMO,,5000000.0,,26857QAA9,141.63,
ELFCN 4 06/22/50,137.0,129.0,2000000.0,500000.0,-2.0,-4.0,-2.0,-2.0,-54.0,-54.0,0.0,0.0,0.0,0.0,136.0,,,BMO,,5000000.0,,26857QAA9,137.0,
EAGCCT 1.546 06/17/26,19.0,14.0,10000000.0,0.0,-2.0,,-2.0,-2.0,,,0.0,0.0,0.0,0.0,19.0,,,CIBC,,10000000.0,,26948ZBB7,15.0,
DRSILL 5.111 02/12/29,113.0,108.0,3000000.0,0.0,-2.0,-3.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,113.0,108.0,5.0,RBC,NBF,3000000.0,2000000.0,26154EAE8,109.0,
EAGCCT 4.783 07/17/27,55.0,50.0,5000000.0,2000000.0,-2.0,-6.0,-2.0,-2.0,-79.0,-79.0,0.0,0.0,0.0,0.0,55.0,50.0,5.0,CIBC,CIBC,5000000.0,2000000.0,26948ZBE1,57.0,
DRSILL 2.44 07/14/28,99.0,94.0,5000000.0,0.0,-2.0,-3.0,-2.0,-2.0,-82.0,-82.0,0.0,0.0,0.0,0.0,90.0,85.0,5.0,TD,TD,5000000.0,5000000.0,26154EAD0,100.0,
EAGCCT 4.783 07/17/27,64.0,59.0,5000000.0,2000000.0,-2.0,-5.0,-2.0,-2.0,-68.0,-68.0,0.0,0.0,0.0,0.0,55.0,50.0,5.0,CIBC,CIBC,5000000.0,2000000.0,26948ZBE1,61.68,
EAGCCT 5.134 06/17/28,69.0,64.0,2000000.0,2000000.0,-2.0,-5.0,-2.0,-2.0,-70.0,-70.0,0.0,0.0,0.0,0.0,69.0,64.0,5.0,CIBC,CIBC,2000000.0,2000000.0,26948ZBH4,66.0,
EAGCCT 5.134 06/17/28,72.0,67.0,5000000.0,2000000.0,-2.0,-4.0,-2.0,-2.0,-62.0,-62.0,0.0,0.0,0.0,0.0,69.0,64.0,5.0,CIBC,CIBC,2000000.0,2000000.0,26948ZBH4,68.73,
EAGCCT 4.916 06/17/29,76.0,71.0,3000000.0,2000000.0,-2.0,-6.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,76.0,71.0,5.0,CIBC,CIBC,3000000.0,2000000.0,26948ZBL5,74.0,
EAGCCT 4.916 06/17/29,79.0,74.0,5000000.0,0.0,-2.0,-4.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,76.0,71.0,5.0,CIBC,CIBC,3000000.0,2000000.0,26948ZBL5,76.8,
EAGCCT 3.917 06/17/30,89.0,84.0,5000000.0,5000000.0,-2.0,-6.0,-2.0,-2.0,,,0.0,0.0,0.0,0.0,88.0,83.0,5.0,BMO,TD,5000000.0,3000000.0,26948ZBP6,85.0,
